1.4.7 Lesser Antilles / Creole Caribbean	2.2.1.3.24.23	1.4.7 Lesser Antilles / Creole Caribbean
Lentils	3.8.3.1.4.1	Lentils
Lentils	3.8.4.1.4.1	Lentils
Lentils	3.8.4.2.4.1	Lentils
Lentils	3.8.5.1.4.5	Lentils
Lentils	3.8.5.2.4.5	Lentils
Lentils	4.5.1.1.4.3	Lentils
Lentils	4.5.1.3.4.3	Lentils
Lentils	4.5.2.1.4.2	Lentils
Lentils	4.5.3.3.4.3	Lentils
Lentils	4.5.4.1.4.1	Lentils
Lentils	4.5.4.2.4.2	Lentils
Lentils	4.5.4.3.4.3	Lentils
Lentils	4.5.5.1.4.3	Lentils
Lentils	4.5.5.2.4.2	Lentils
Lentils	4.5.6.1.4.4	Lentils
Lentils	4.5.6.2.4.3	Lentils
Lentils	4.5.6.3.4.1	Lentils
Lentils	5.3.1.3.4.6	Lentils
Lentils	5.7.1.1.4.1	Lentils
Lentils	5.7.1.2.4.1	Lentils
Lentils	5.7.1.3.4.1	Lentils
Lentils	5.7.2.1.4.5	Lentils
Lentils	5.7.2.4.4.3	Lentils
Lentils	5.7.3.1.4.3	Lentils
Lentils	9.1.2.2.4.1	Lentils
Lentils	9.1.2.3.4.4	Lentils
Lentils	9.1.6.1.4.3	Lentils
Lentils	9.1.6.2.4.3	Lentils
Lentils	9.1.6.3.4.3	Lentils
Lentils	9.3.5.1.4.2	Lentils
Lentils	9.3.5.2.4.5	Lentils
Lentils	9.3.5.4.4.5	Lentils
lentils	1.1.10.2.4.10	lentils
lentils	1.1.10.4.4.11	lentils
lentils	1.1.10.5.4.5	lentils
lentils	1.1.11.2.4.12	lentils
lentils	1.1.11.3.4.10	lentils
lentils	1.1.11.4.4.1	lentils
lentils	1.1.11.5.4.11	lentils
lentils	1.1.13.3.4.4	lentils
lentils	1.1.14.1.4.8	lentils
lentils	1.1.14.3.4.6	lentils
lentils	1.1.7.1.4.11	lentils
lentils	1.1.7.4.4.4	lentils
lentils	1.1.7.5.4.1	lentils
lentils	1.1.8.4.4.7	lentils
lentils	1.1.9.2.4.7	lentils
lentils	1.1.9.3.4.8	lentils
lentils	1.1.9.4.4.13	lentils
lentils	2.3.7.1.4.8	lentils
lentils	2.3.7.2.4.6	lentils
lentils	2.6.2.4.4.7	lentils
lentils	2.6.4.1.4.5	lentils
lentils	2.6.4.2.4.7	lentils
lentils	2.6.8.1.4.4	lentils
lentils	2.6.9.3.2.20	lentils
lentils	2.6.9.3.4.4	lentils
lentils	2.7.1.1.4.5	lentils
lentils	2.7.1.2.4.8	lentils
lentils	2.7.1.3.4.4	lentils
lentils	2.7.1.5.4.12	lentils
lentils	2.7.2.1.4.6	lentils
lentils	2.7.2.2.4.4	lentils
lentils	2.7.2.4.4.8	lentils
lentils	2.7.2.5.4.9	lentils
lentils	2.7.3.1.4.4	lentils
lentils	2.7.3.2.4.4	lentils
lentils	2.8.4.1.4.4	lentils
lentils	2.8.4.2.4.6	lentils
lentils	2.8.4.3.4.6	lentils
lentils	2.8.5.1.4.3	lentils
lentils	2.8.5.2.4.4	lentils
lentils	2.8.5.3.4.5	lentils
lentils	2.8.5.4.4.4	lentils
lentils	2.8.5.5.4.5	lentils
lentils	2.8.6.1.4.4	lentils
lentils	2.8.6.2.4.4	lentils
lentils	2.8.6.3.4.4	lentils
lentils	2.8.6.4.4.4	lentils
lentils	2.8.7.1.4.5	lentils
lentils	2.8.7.2.4.5	lentils
lentils	2.8.7.3.4.6	lentils
lentils	2.8.7.4.4.5	lentils
lentils	3.1.1.1.4.2	lentils
lentils	3.1.1.2.4.4	lentils
lentils	3.1.1.3.4.4	lentils
lentils	3.1.1.4.4.5	lentils
lentils	3.1.2.1.4.2	lentils
lentils	3.1.2.2.4.2	lentils
lentils	3.1.2.3.4.2	lentils
lentils	3.1.2.4.4.3	lentils
lentils	3.1.3.1.4.2	lentils
lentils	3.1.3.2.4.2	lentils
lentils	3.1.4.1.4.2	lentils
lentils	3.1.4.2.4.3	lentils
lentils	3.1.4.3.4.4	lentils
lentils	3.4.1.1.4.5	lentils
lentils	3.4.2.1.4.7	lentils
lentils	3.4.2.4.4.5	lentils
lentils	3.7.8.3.4.3	lentils
lentils	4.2.1.1.4.7	lentils
lentils	4.2.2.1.4.4	lentils
lentils	4.2.2.2.4.2	lentils
lentils	4.2.2.3.4.4	lentils
lentils	4.2.2.4.4.3	lentils
lentils	4.2.3.1.4.2	lentils
lentils	4.2.3.4.4.1	lentils
lentils	4.3.1.1.4.3	lentils
lentils	4.3.1.2.4.2	lentils
lentils	4.3.1.3.4.1	lentils
lentils	4.3.1.5.4.1	lentils
lentils	4.3.2.1.4.1	lentils
lentils	4.3.2.2.4.1	lentils
lentils	4.3.2.4.4.1	lentils
lentils	4.3.2.5.4.1	lentils
lentils	4.3.3.1.4.1	lentils
lentils	4.3.3.2.4.1	lentils
lentils	4.3.3.3.4.1	lentils
lentils	4.3.3.4.4.1	lentils
lentils	4.3.4.1.4.3	lentils
lentils	4.3.4.2.4.1	lentils
lentils	4.3.4.3.4.2	lentils
lentils	4.3.4.4.4.1	lentils
lentils	4.3.5.1.4.2	lentils
lentils	4.3.5.2.4.2	lentils
lentils	4.3.5.3.4.2	lentils
lentils	4.3.5.5.4.2	lentils
lentils	4.4.1.1.4.2	lentils
lentils	4.4.1.2.4.2	lentils
lentils	4.4.1.3.4.2	lentils
lentils	4.4.2.1.4.2	lentils
lentils	4.4.2.2.4.2	lentils
lentils	4.4.2.3.4.2	lentils
lentils	4.4.3.1.4.2	lentils
lentils	4.4.3.3.4.2	lentils
lentils	4.4.4.1.4.2	lentils
lentils	4.4.4.2.4.2	lentils
lentils	4.4.4.3.4.2	lentils
lentils	4.6.1.3.4.5	lentils
lentils	4.6.2.1.4.3	lentils
lentils	4.6.3.1.4.2	lentils
lentils	4.6.3.2.4.3	lentils
lentils	4.6.3.3.4.3	lentils
lentils	4.6.4.3.4.2	lentils
lentils	4.6.5.1.4.4	lentils
lentils	4.6.5.2.4.1	lentils
lentils	4.6.5.3.4.1	lentils
lentils	5.1.1.1.4.5	lentils
lentils	5.1.1.2.4.1	lentils
lentils	5.1.1.3.4.2	lentils
lentils	5.1.3.1.4.3	lentils
lentils	5.1.3.2.4.3	lentils
lentils	5.1.3.3.4.4	lentils
lentils	5.2.3.4.4.1	lentils
lentils	5.2.4.1.4.3	lentils
lentils	5.2.4.4.4.4	lentils
lentils	6.4.4.1.4.5	lentils
lentils	6.4.4.2.4.5	lentils
lentils	6.4.4.3.4.4	lentils
lentils	6.4.4.4.4.6	lentils
lentils	6.4.5.1.4.3	lentils
lentils	6.4.5.2.4.7	lentils
lentils	6.4.5.3.4.8	lentils
lentils	6.4.5.4.4.5	lentils
lentils	7.2.1.1.4.10	lentils
lentils	8.1.1.1.4.3	lentils
lentils	8.1.1.3.4.3	lentils
lentils	8.1.2.1.4.4	lentils
lentils	8.1.3.1.4.7	lentils
lentils	8.1.3.2.4.6	lentils
lentils	8.1.3.3.4.6	lentils
lentils	8.1.3.4.4.6	lentils
lentils	8.1.4.1.4.5	lentils
lentils	8.1.4.2.4.6	lentils
lentils	8.1.4.3.4.5	lentils
lentils	8.1.4.4.4.4	lentils
lentils	8.1.5.1.4.3	lentils
lentils	8.2.1.2.4.2	lentils
lentils of Larissa	2.7.1.4.4.2	lentils of Larissa
Lentinus cladopus	3.7.5.2.18.5	Lentinus cladopus
lepeshka	8.1.2.1.1.12	lepeshka
lepeshka	8.1.2.2.1.10	lepeshka
lepeshka	8.1.2.3.1.11	lepeshka
lepeshka	8.1.2.4.1.16	lepeshka
lepeshka dough	8.1.2.2.23.4	lepeshka dough
lepeshka dough	8.1.2.3.23.4	lepeshka dough
lepeshka dough	8.1.2.4.23.5	lepeshka dough
Lepidium latifolium	5.3.1.3.2.16	Lepidium latifolium
lepinja	2.6.5.2.1.14	lepinja
lepinja	2.6.8.1.1.12	lepinja
lepinja	2.6.9.1.1.12	lepinja
lepinja dough	2.6.5.2.23.4	lepinja dough
lepinja dough	2.6.9.1.23.4	lepinja dough
lepre	2.4.3.1.6.18	lepre
lepre	2.4.7.3.6.21	lepre
leqenik	2.6.8.1.18.2	leqenik
leqenik	2.6.8.2.18.4	leqenik
leqenik batter	2.6.8.2.1.13	leqenik batter
leqenik corn batter	2.6.8.1.1.17	leqenik corn batter
leraka leaves	3.7.3.3.2.4	leraka leaves
lerotse	3.7.3.1.2.6	lerotse
lerotse	3.7.3.1.3.3	lerotse
lerotse seeds	3.7.3.1.5.4	lerotse seeds
lerotse seeds	3.7.3.3.5.2	lerotse seeds
Lesachtaler Bergkäse	2.5.3.4.11.10	Lesachtal mountain cheese
Lesinga chutney	5.5.2.3.13.7	Lesinga chutney
Lesinga patra	5.5.2.3.7.12	Lesinga patra
Lesinga patra	5.5.2.3.9.8	Lesinga patra
Leskovac ajvar	2.6.5.3.13.1	Leskovac ajvar
Leskovac ajvar	2.6.5.3.14.4	Leskovac ajvar
Leskovac ajvar	2.6.5.3.18.4	Leskovac ajvar
Leskovačka ljutenica	2.6.5.3.13.3	Leskovac anger
Leskovačka ljutenica	2.6.5.3.14.5	Leskovac anger
Leskovačka ljutenica	2.6.5.3.18.5	Leskovac anger
lesní med	2.5.5.1.15.6	forest honey
lesní med	2.5.5.2.15.6	forest honey
Lesnovo lamb	2.6.9.3.18.9	Lesnovo lamb
Lesnovo lamb	2.6.9.3.6.1	Lesnovo lamb
lesný med	2.5.6.1.15.8	forest honey
lesný med	2.5.6.1.19.4	forest honey
lesný med	2.5.6.2.15.6	forest honey
lesný med	2.5.6.2.19.3	forest honey
lesný med	2.5.6.3.15.6	forest honey
lesser galangal	6.3.1.4.19.8	lesser galangal
lesser galangal	6.3.1.4.8.2	lesser galangal
lesser ginger	7.1.2.1.9.10	lesser ginger
Lesser sardines	5.6.4.1.6.2	Lesser sardines
Lesser sardines	5.6.4.2.6.9	Lesser sardines
Lesser yam	5.4.2.1.2.16	Lesser yam
Lesser yam	7.5.1.1.1.7	Lesser yam
Lesser yam	7.5.1.1.18.6	Lesser yam
Lesser yam	7.5.1.2.1.10	Lesser yam
Lesser yam	9.3.1.1.1.6	Lesser yam
Lesser yam	9.3.1.2.1.7	Lesser yam
Lesser yam	9.3.1.3.1.12	Lesser yam
Lesser yam	9.3.1.4.1.6	Lesser yam
Lessini Durello DOC	2.4.2.1.20.20	Lessini Durello DOC
Lestopitta	2.4.5.4.1.21	Lestopitta
Lesun	5.5.2.3.9.2	Lesun
Lesun bata	5.5.2.3.13.5	Lesun bata
Lesvos anise	2.7.2.4.18.7	Lesvos anise
Lesvos olive oil	2.7.2.4.10.2	Lesvos olive oil
Lesvos pickles	2.7.2.4.14.5	Lesvos pickles
Let an bwat	1.4.5.4.11.2	Let an bwat
Let an bwat	1.4.5.4.16.6	Let an bwat
Lèt an bwat	1.4.5.2.11.2	Canned milk
Lèt an bwat	1.4.5.2.16.6	Canned milk
Lèt an bwat	1.4.5.3.11.2	Canned milk
Lèt an bwat	1.4.5.3.16.6	Canned milk
Lèt bwat	1.4.5.1.11.2	Boxed milk
Lèt bwat	1.4.5.1.16.3	Boxed milk
Lèt evapore	1.4.5.2.11.3	Milk evaporates
Lèt evapore	1.4.5.3.11.3	Milk evaporates
Lèt fre	1.4.5.1.20.3	Fresh milk
Lèt fre	1.4.5.2.11.1	Fresh milk
Lèt fre	1.4.5.2.16.5	Fresh milk
Let kokoye	1.4.5.4.11.3	Let kokoye
Let kokoye	1.4.5.4.16.7	Let kokoye
Lèt kokoye	1.4.5.2.11.5	Coconut milk
Lèt kokoye	1.4.5.2.16.7	Coconut milk
Lèt kondanse	1.4.5.2.11.4	Condensed milk
Lèt kondanse	1.4.5.3.11.4	Condensed milk
Let lokal	1.4.5.4.11.1	Let lokal
Let lokal	1.4.5.4.16.5	Let lokal
Lèt lokal	1.4.5.1.11.1	Local milk
Lèt lokal	1.4.5.1.16.2	Local milk
Lèt lokal	1.4.5.3.11.1	Local milk
Lèt lokal	1.4.5.3.16.5	Local milk
Letchi	3.8.3.1.3.6	Letchi
Letchi honey	3.8.3.1.15.6	Letchi honey
Letha	5.5.2.3.13.2	Letha
Lettuce	1.1.1.1.2.13	Lettuce
Lettuce	1.1.1.2.2.23	Lettuce
Lettuce	1.1.1.3.2.20	Lettuce
Lettuce	1.1.1.4.2.13	Lettuce
Lettuce	1.1.2.1.2.13	Lettuce
Lettuce	1.1.2.2.2.13	Lettuce
Lettuce	1.1.2.3.2.25	Lettuce
Lettuce	1.1.2.4.2.11	Lettuce
Lettuce	1.1.2.5.2.15	Lettuce
Lettuce	1.1.3.2.2.13	Lettuce
Lettuce	1.1.3.3.2.13	Lettuce
Lettuce	1.1.3.4.2.12	Lettuce
Lettuce	1.1.3.6.2.15	Lettuce
Lettuce	1.1.4.5.2.18	Lettuce
Lettuce	1.1.5.1.2.20	Lettuce
Lettuce	1.2.1.6.2.21	Lettuce
Lettuce	1.2.2.6.2.19	Lettuce
Lettuce	1.2.2.7.2.19	Lettuce
Lettuce	1.2.2.8.2.19	Lettuce
Lettuce	1.2.2.9.2.19	Lettuce
Lettuce	1.2.3.5.2.19	Lettuce
Lettuce	1.2.3.6.2.19	Lettuce
Lettuce	1.2.4.6.2.21	Lettuce
Lettuce	1.3.1.1.2.12	Lettuce
Lettuce	1.3.1.5.2.15	Lettuce
Lettuce	1.3.2.2.2.8	Lettuce
Lettuce	1.3.2.4.2.9	Lettuce
Lettuce	1.3.3.1.2.14	Lettuce
Lettuce	1.3.3.2.2.15	Lettuce
Lettuce	1.3.4.1.2.7	Lettuce
Lettuce	1.3.4.3.2.15	Lettuce
Lettuce	1.3.5.1.2.17	Lettuce
Lettuce	1.3.5.2.2.10	Lettuce
Lettuce	1.3.5.4.2.17	Lettuce
Lettuce	1.3.6.1.2.14	Lettuce
Lettuce	1.4.4.1.2.14	Lettuce
Lettuce	1.4.4.2.2.6	Lettuce
Lettuce	1.4.4.3.2.14	Lettuce
Lettuce	1.4.4.4.2.13	Lettuce
Lettuce	1.4.6.1.2.12	Lettuce
Lettuce	1.4.6.3.2.17	Lettuce
Lettuce	1.4.6.4.2.16	Lettuce
Lettuce	1.4.7.1.2.17	Lettuce
Lettuce	1.4.7.2.2.19	Lettuce
Lettuce	1.4.7.4.2.19	Lettuce
Lettuce	1.4.8.2.2.21	Lettuce
Lettuce	2.2.8.1.2.22	Lettuce
Lettuce	2.3.1.1.2.8	Lettuce
Lettuce	2.3.2.2.2.9	Lettuce
Lettuce	2.5.1.2.2.46	Lettuce
Lettuce	2.5.1.3.2.48	Lettuce
Lettuce	2.5.1.4.2.38	Lettuce
Lettuce	2.5.2.1.2.30	Lettuce
Lettuce	2.5.2.3.2.43	Lettuce
Lettuce	2.5.4.3.2.41	Lettuce
Lettuce	2.9.2.1.2.4	Lettuce
Lettuce	2.9.2.3.2.22	Lettuce
Lettuce	2.9.3.4.2.23	Lettuce
Lettuce	2.9.4.2.2.25	Lettuce
Lettuce	2.9.5.1.2.10	Lettuce
Lettuce	3.2.1.2.2.24	Lettuce
Lettuce	3.2.1.3.2.20	Lettuce
Lettuce	3.2.1.4.2.16	Lettuce
Lettuce	3.2.2.2.2.18	Lettuce
Lettuce	3.2.2.3.2.13	Lettuce
Lettuce	3.3.1.1.2.12	Lettuce
Lettuce	3.3.1.2.2.18	Lettuce
Lettuce	3.3.1.3.2.9	Lettuce
Lettuce	3.3.1.5.2.7	Lettuce
Lettuce	3.3.2.1.2.11	Lettuce
Lettuce	3.3.2.2.2.11	Lettuce
Lettuce	3.3.3.1.2.8	Lettuce
Lettuce	3.5.2.3.2.9	Lettuce
Lettuce	3.5.3.1.2.16	Lettuce
Lettuce	3.5.3.3.2.13	Lettuce
Lettuce	3.5.4.1.2.28	Lettuce
Lettuce	3.5.4.2.2.19	Lettuce
Lettuce	3.5.4.4.2.22	Lettuce
Lettuce	3.5.4.5.2.13	Lettuce
Lettuce	3.5.5.2.2.24	Lettuce
Lettuce	3.6.1.2.2.16	Lettuce
Lettuce	3.6.2.1.2.20	Lettuce
Lettuce	3.6.2.2.2.21	Lettuce
Lettuce	3.6.2.3.2.22	Lettuce
Lettuce	3.6.2.4.2.14	Lettuce
Lettuce	3.6.4.1.2.19	Lettuce
Lettuce	3.6.4.2.2.20	Lettuce
Lettuce	3.6.4.4.2.19	Lettuce
Lettuce	3.6.5.1.2.13	Lettuce
Lettuce	3.6.5.2.2.18	Lettuce
Lettuce	3.8.1.1.2.7	Lettuce
Lettuce	3.8.2.1.2.7	Lettuce
Lettuce	3.8.2.2.2.26	Lettuce
Lettuce	3.8.3.2.2.13	Lettuce
Lettuce	3.8.4.2.2.2	Lettuce
Lettuce	4.5.3.2.2.18	Lettuce
Lettuce	4.5.3.3.2.16	Lettuce
Lettuce	4.5.4.4.2.12	Lettuce
Lettuce	4.5.4.4.7.4	Lettuce
Lettuce	4.5.5.1.2.13	Lettuce
Lettuce	4.5.5.3.2.9	Lettuce
Lettuce	4.5.5.4.2.8	Lettuce
Lettuce	4.5.6.1.2.16	Lettuce
Lettuce	5.3.1.3.2.11	Lettuce
Lettuce	5.8.1.2.2.8	Lettuce
Lettuce	5.8.2.2.2.14	Lettuce
Lettuce	7.4.1.3.2.26	Lettuce
Lettuce	7.4.1.5.2.9	Lettuce
Lettuce	7.4.2.1.2.13	Lettuce
Lettuce	7.4.3.1.2.6	Lettuce
Lettuce	7.4.3.2.2.4	Lettuce
Lettuce	7.4.3.4.2.4	Lettuce
Lettuce	7.5.1.1.2.4	Lettuce
Lettuce	7.5.1.2.2.8	Lettuce
Lettuce	9.1.2.1.2.1	Lettuce
Lettuce	9.1.2.3.2.8	Lettuce
Lettuce	9.1.3.1.2.12	Lettuce
Lettuce	9.1.3.3.2.6	Lettuce
Lettuce	9.1.4.1.2.6	Lettuce
Lettuce	9.1.4.2.2.8	Lettuce
Lettuce	9.1.4.3.2.1	Lettuce
Lettuce	9.1.4.4.2.2	Lettuce
Lettuce	9.1.5.4.2.5	Lettuce
Lettuce	9.1.6.2.2.8	Lettuce
Lettuce	9.3.1.1.2.22	Lettuce
Lettuce	9.3.1.4.2.14	Lettuce
Lettuce	9.3.2.1.2.13	Lettuce
Lettuce	9.3.2.2.2.13	Lettuce
Lettuce	9.3.2.3.2.12	Lettuce
Lettuce	9.3.4.1.2.7	Lettuce
Lettuce	9.3.4.2.2.9	Lettuce
Lettuce	9.3.5.1.2.13	Lettuce
lettuce	1.1.13.1.2.29	lettuce
lettuce	1.1.13.3.2.16	lettuce
lettuce	1.1.13.5.2.6	lettuce
lettuce	1.1.9.5.2.14	lettuce
lettuce	1.3.2.4.17.12	lettuce
lettuce	1.3.2.4.2.28	lettuce
lettuce	2.3.8.3.2.20	lettuce
lettuce	2.3.9.1.2.6	lettuce
lettuce	2.3.9.1.7.5	lettuce
lettuce	2.3.9.2.2.20	lettuce
lettuce	2.6.1.2.2.12	lettuce
lettuce	2.6.2.1.2.15	lettuce
lettuce	2.6.2.4.2.18	lettuce
lettuce	2.6.9.3.2.21	lettuce
lettuce	2.7.1.1.2.21	lettuce
lettuce	2.7.3.2.2.28	lettuce
lettuce	2.8.1.3.2.3	lettuce
lettuce	2.8.1.3.7.1	lettuce
lettuce	2.8.1.3.9.5	lettuce
lettuce	3.1.1.4.2.12	lettuce
lettuce	3.1.2.4.2.6	lettuce
lettuce	3.1.3.2.2.8	lettuce
lettuce	3.1.3.4.2.14	lettuce
lettuce	3.1.4.3.2.8	lettuce
lettuce	3.4.1.1.2.10	lettuce
lettuce	3.4.1.2.2.7	lettuce
lettuce	3.4.1.3.2.13	lettuce
lettuce	3.4.1.4.2.9	lettuce
lettuce	3.4.2.1.2.11	lettuce
lettuce	3.4.2.2.2.5	lettuce
lettuce	3.4.2.3.2.15	lettuce
lettuce	3.4.2.4.2.7	lettuce
lettuce	3.4.3.1.2.12	lettuce
lettuce	3.4.3.2.2.12	lettuce
lettuce	3.4.3.3.2.12	lettuce
lettuce	3.4.3.4.2.12	lettuce
lettuce	3.4.4.1.2.9	lettuce
lettuce	3.4.4.2.2.11	lettuce
lettuce	3.4.4.4.2.12	lettuce
lettuce	3.4.5.1.2.12	lettuce
lettuce	3.4.5.3.2.10	lettuce
lettuce	3.4.6.1.2.12	lettuce
lettuce	3.4.6.4.2.12	lettuce
lettuce	3.4.6.5.2.14	lettuce
lettuce	3.4.6.6.2.15	lettuce
lettuce	3.4.7.2.2.12	lettuce
lettuce	3.4.7.3.2.9	lettuce
lettuce	3.4.7.4.2.10	lettuce
lettuce	3.7.1.1.2.12	lettuce
lettuce	3.7.1.7.2.3	lettuce
lettuce	3.7.2.1.2.11	lettuce
lettuce	3.7.2.3.2.12	lettuce
lettuce	3.7.3.1.2.19	lettuce
lettuce	3.7.6.1.2.7	lettuce
lettuce	3.7.6.2.2.13	lettuce
lettuce	3.7.8.1.2.12	lettuce
lettuce	3.7.8.2.2.11	lettuce
lettuce	4.1.1.2.2.3	lettuce
lettuce	4.1.1.3.2.21	lettuce
lettuce	4.1.2.1.2.11	lettuce
lettuce	4.1.4.3.2.19	lettuce
lettuce	4.2.2.1.2.16	lettuce
lettuce	4.3.1.1.2.5	lettuce
lettuce	4.3.1.2.2.13	lettuce
lettuce	4.3.1.3.2.10	lettuce
lettuce	4.3.1.4.2.15	lettuce
lettuce	4.3.1.5.2.17	lettuce
lettuce	4.3.2.1.2.15	lettuce
lettuce	4.3.2.3.2.17	lettuce
lettuce	4.3.2.5.2.19	lettuce
lettuce	4.3.5.1.2.13	lettuce
lettuce	4.3.5.2.2.15	lettuce
lettuce	4.3.5.5.2.17	lettuce
lettuce	4.4.2.1.2.19	lettuce
lettuce	4.4.2.3.2.25	lettuce
lettuce	4.4.3.3.2.12	lettuce
lettuce	4.4.4.1.2.13	lettuce
lettuce	4.6.1.3.2.7	lettuce
lettuce	4.6.2.1.2.11	lettuce
lettuce	5.1.1.5.2.8	lettuce
lettuce	5.1.1.5.7.4	lettuce
lettuce	5.1.3.3.2.9	lettuce
lettuce	5.2.1.4.2.25	lettuce
lettuce	6.1.3.4.2.14	lettuce
lettuce	6.3.1.2.2.30	lettuce
lettuce	6.3.1.3.2.10	lettuce
lettuce	6.3.2.1.2.9	lettuce
lettuce	6.4.1.1.2.15	lettuce
lettuce	6.4.1.4.2.11	lettuce
lettuce	6.4.2.1.2.2	lettuce
lettuce	6.4.2.2.2.12	lettuce
lettuce	6.4.3.1.2.12	lettuce
lettuce	6.4.5.1.2.15	lettuce
lettuce	6.4.5.3.2.16	lettuce
lettuce	6.4.5.4.2.11	lettuce
lettuce	6.6.2.1.2.16	lettuce
lettuce	6.6.2.1.7.9	lettuce
lettuce	6.6.2.3.2.26	lettuce
lettuce	6.6.3.2.2.9	lettuce
lettuce	6.6.3.2.7.8	lettuce
lettuce	6.7.1.1.2.11	lettuce
lettuce	6.7.2.3.2.17	lettuce
lettuce	6.7.4.3.2.6	lettuce
lettuce	6.7.4.4.2.16	lettuce
lettuce	6.7.5.2.2.20	lettuce
lettuce	6.7.6.2.2.18	lettuce
lettuce	6.7.7.2.2.18	lettuce
lettuce	6.7.7.3.2.16	lettuce
lettuce	7.1.1.5.17.6	lettuce
lettuce	7.1.2.1.2.22	lettuce
lettuce	7.1.5.2.2.21	lettuce
lettuce	7.1.6.1.2.37	lettuce
lettuce	7.1.6.3.2.28	lettuce
lettuce	7.1.6.4.2.27	lettuce
lettuce	7.1.7.1.2.18	lettuce
lettuce	7.1.7.3.2.9	lettuce
lettuce	7.1.8.2.2.3	lettuce
lettuce	7.1.8.4.2.3	lettuce
lettuce	7.1.9.1.17.10	lettuce
lettuce	7.1.9.1.2.2	lettuce
lettuce	7.1.9.2.2.17	lettuce
lettuce	7.1.9.3.17.8	lettuce
lettuce	7.1.9.3.2.4	lettuce
lettuce	7.2.1.1.2.9	lettuce
lettuce	7.2.1.3.2.7	lettuce
lettuce	7.2.2.1.2.10	lettuce
lettuce	7.3.2.1.2.13	lettuce
lettuce	7.3.2.4.2.14	lettuce
lettuce	7.3.2.5.2.3	lettuce
lettuce	8.1.3.1.2.9	lettuce
lettuce	8.1.3.2.2.10	lettuce
lettuce	8.1.3.3.2.10	lettuce
lettuce	8.1.3.4.2.9	lettuce
lettuce	8.1.4.2.2.18	lettuce
lettuce	8.2.4.1.2.13	lettuce
lettuce	9.2.2.1.2.8	lettuce
lettuce	9.2.2.2.2.25	lettuce
lettuce	9.2.2.3.2.6	lettuce
lettuce	9.2.3.1.2.13	lettuce
lettuce	9.2.3.2.2.28	lettuce
lettuce	9.2.3.4.2.1	lettuce
lettuce	9.4.1.1.2.26	lettuce
lettuce	9.4.2.1.2.16	lettuce
lettuce	9.4.2.2.2.16	lettuce
lettuce	9.5.1.1.2.11	lettuce
lettuce	9.5.2.1.2.11	lettuce
lettuce	9.5.2.3.2.5	lettuce
lettuce	9.5.3.1.2.3	lettuce
lettuce	9.5.5.1.2.6	lettuce
lettuce	9.5.5.2.2.14	lettuce
lettuce	9.5.6.1.2.19	lettuce
lettuce leaves	6.1.3.4.23.3	lettuce leaves
lettuce leaves	6.1.4.3.7.7	lettuce leaves
lettuce leaves	6.6.2.1.23.4	lettuce leaves
lettuce leaves	6.6.2.4.23.4	lettuce leaves
lettuce leaves	6.6.3.1.23.4	lettuce leaves
lettuce leaves	6.6.3.2.23.4	lettuce leaves
lettuce leaves	7.1.5.2.17.10	lettuce leaves
lettuce leaves	7.1.5.2.23.2	lettuce leaves
lettuce leaves	7.1.6.1.17.3	lettuce leaves
lettuce leaves	7.1.6.3.17.7	lettuce leaves
lettuce leaves	7.1.6.4.17.7	lettuce leaves
lettuce stem	6.1.4.3.2.20	lettuce stem
Lettuces	4.5.3.4.2.8	Lettuces
leucaena shoots	7.1.3.1.2.43	leucaena shoots
leunca	7.3.2.1.18.1	leunca
leunca	7.3.2.1.2.17	leunca
Leutia saag	5.5.2.3.18.5	Leutia saag
Leutia saag	5.5.2.3.7.2	Leutia saag
Levadura	1.4.2.1.22.3	Levadura
Levadura	1.4.2.2.22.3	Levadura
Levadura	1.4.2.3.22.3	Levadura
Levadura	1.4.2.4.22.3	Levadura
Levadura	1.4.2.5.22.3	Levadura
Levadura	1.4.3.1.22.2	Levadura
Levadura	1.4.3.2.22.2	Levadura
Levadura	1.4.3.3.22.2	Levadura
Levadura	1.4.3.4.22.2	Levadura
Levadura	1.4.4.1.22.2	Levadura
Levadura	1.5.1.1.22.3	Levadura
Levadura	1.5.1.2.22.2	Levadura
Levadura	1.5.1.3.22.2	Levadura
Levadura	1.5.1.4.22.2	Levadura
Levadura	1.5.2.1.22.2	Levadura
Levadura	1.5.2.3.22.2	Levadura
Levadura	1.5.2.4.22.2	Levadura
Levadura	1.5.3.1.22.1	Levadura
Levadura	1.5.3.3.22.1	Levadura
Levadura	1.5.3.4.22.1	Levadura
Levadura	1.5.3.5.22.1	Levadura
Levadura	1.5.4.1.22.1	Levadura
Levadura	1.5.4.2.22.1	Levadura
Levadura	1.5.4.3.22.1	Levadura
Levadura	1.5.5.1.22.1	Levadura
Levadura	1.5.5.2.22.1	Levadura
Levadura	1.5.5.4.22.1	Levadura
levadura	1.3.1.2.22.11	levadura
levadura	1.3.1.5.22.8	levadura
levadura	1.3.3.1.22.10	levadura
levadura	1.3.3.2.22.11	levadura
levadura	1.3.3.3.22.11	levadura
levadura	1.3.3.4.22.10	levadura
levadura	1.3.4.1.22.8	levadura
levadura	1.3.4.3.22.9	levadura
levadura	1.3.4.5.22.6	levadura
levadura	1.3.5.1.22.11	levadura
levadura	1.3.5.2.22.8	levadura
levadura	1.3.5.4.22.8	levadura
levadura	1.3.6.1.22.9	levadura
levadura	1.3.6.2.22.1	levadura
