1.5.3 Venezuelan	2.2.1.3.24.29	1.5.3 Venezuelan
visciole	2.4.3.3.3.2	visciole
visciole	2.4.4.1.18.11	visciole
visciole	2.4.4.1.3.1	visciole
visciole	2.4.4.2.3.10	visciole
visciole acidulate	2.4.4.1.12.8	visciole acidulate
visciole sciroppate	2.4.4.1.14.12	visciole sciroppate
Vishnubhog rice	5.4.5.1.1.4	Vishnubhog rice
Vishnubhog rice	5.4.5.1.18.2	Vishnubhog rice
vișinată	2.8.4.1.20.9	cherry brandy
vișinată	2.8.4.2.20.3	cherry brandy
vișinată	2.8.4.3.20.9	cherry brandy
vișinată	2.8.6.1.20.9	cherry brandy
vișinată	2.8.6.4.20.11	cherry brandy
višne	2.5.6.1.3.12	cherries
višne	2.5.6.2.3.9	cherries
višne	2.5.6.3.3.10	cherries
višně	2.5.5.1.3.6	sour cherries
višně	2.5.5.2.3.13	sour cherries
visner	2.4.3.3.14.20	visner
visner	2.4.3.3.16.11	visner
visner	2.4.3.3.20.29	visner
višnjak	2.6.2.3.20.14	cherry tree
višnjevac	2.6.3.3.20.6	cherry tree
višnjevača	2.6.4.2.20.9	cherry blossoms
višňová šťáva	2.5.5.1.16.15	sour cherry juice
višňová zavařenina	2.5.5.1.14.13	cherry jam
višňová zavařenina	2.5.5.2.14.17	cherry jam
višňovice	2.5.5.1.20.13	sour cherry
višňovice	2.5.5.2.20.26	sour cherry
višňový kompót	2.5.6.1.14.19	cherry compote
Visočka pečenica	2.6.4.1.14.1	Visoč pečenica
Visočka pečenica	2.6.4.1.18.2	Visoč pečenica
Visočka pečenica	2.6.4.1.6.8	Visoč pečenica
Vista Bella apples	1.1.14.2.3.8	Vista Bella apples
vitela	2.2.1.1.6.19	vitela
vitela de Lafões	2.2.1.3.6.7	Lafões veal
vitello	2.4.1.4.6.1	vitello
vitello	2.4.3.4.6.16	vitello
vitello	2.4.6.3.6.4	vitello
vitello	2.5.4.3.6.22	vitello
vitello dell'Alto Adige	2.4.2.3.6.4	vitello dell'Alto Adige
vitello di razza Piemontese	2.4.1.1.6.2	Piedmontese breed calf
Vitellone Bianco dell'Appennino Centrale IGP	2.4.3.1.6.2	Vitellone Bianco dell'Appennino Centrale IGP
Vitellone Bianco dell'Appennino Centrale IGP	2.4.3.3.6.5	Vitellone Bianco dell'Appennino Centrale IGP
Vitellone Bianco dell'Appennino Centrale IGP	2.4.3.4.6.13	Vitellone Bianco dell'Appennino Centrale IGP
Vitellone Bianco dell'Appennino Centrale IGP	2.4.4.2.6.3	Vitellone Bianco dell'Appennino Centrale IGP
Vitelloni Piemontesi della coscia	2.4.1.1.6.1	Piedmontese thigh veal
Vitelotte potatoes	2.3.9.1.1.11	Vitelotte potatoes
vitet sec	2.2.6.1.8.7	vitet sec
vitet sec	2.2.6.2.8.12	vitet sec
Vitovska	2.6.1.2.16.11	Vitovska
Vitovska	2.6.1.2.20.7	Vitovska
Vittoria DOP Frappato	2.4.6.2.20.9	Vittoria DOP Frappato
Vittoria DOP Nero d'Avola	2.4.6.2.20.10	Vittoria DOP Nero d'Avola
Vittoria DOP Rosso	2.4.6.2.20.8	Vittoria DOP Rosso
Vivaneau	1.4.7.3.6.8	Vivaneau
Vivaneau	1.4.9.1.6.8	Vivaneau
Vivaneau	1.4.9.2.6.9	Vivaneau
Vivaneau	1.4.9.3.6.9	Vivaneau
Vizcacha	1.8.1.3.6.18	Vizcacha
Vjosa river fish	2.6.7.3.18.11	Vjosa river fish
Vjosa river fish	2.6.7.3.6.7	Vjosa river fish
vlaai dough	2.3.8.3.23.3	vlaai dough
Vlaamse rauwmelkse geitenkaas	2.3.7.1.11.11	Vlaamse rauwmelkse geitenkaas
Vlachiko grapes	2.7.1.3.3.9	Vlachiko grapes
Vlašić cheese	2.6.4.1.11.12	Vlasic cheese
Vlašić cheese	2.6.4.1.18.3	Vlasic cheese
Vlašić cheese in brine	2.6.4.1.14.5	Vlašić cheese in brine
vlašské orechy	2.5.6.1.5.1	walnuts
vlašské orechy	2.5.6.2.5.1	walnuts
vlašské orechy	2.5.6.3.5.1	walnuts
vlašské ořechy	2.5.5.1.5.1	walnuts
vlašské ořechy	2.5.5.2.5.1	walnuts
vlita	2.7.2.5.2.21	vlita
Vlora olive oil	2.6.7.4.10.3	Vlora olive oil
voandzou	3.4.7.4.4.9	voandzou
Voangory	3.8.1.1.18.1	Voangory
vobla	8.1.1.3.6.12	vobla
voda	2.5.5.1.16.1	voda
voda	2.5.5.2.16.1	voda
voda	2.5.5.3.16.1	voda
voda	2.5.6.1.16.1	voda
voda	2.5.6.2.16.1	voda
voda	2.5.6.3.16.1	voda
Vodena cherries	2.7.1.5.18.8	Vodena cherries
Vodena cherries	2.7.1.5.3.3	Vodena cherries
Vodka	1.1.1.1.20.7	Vodka
Vodka	1.1.1.2.20.8	Vodka
Vodka	1.1.1.3.20.8	Vodka
Vodka	1.1.2.1.20.9	Vodka
Vodka	1.1.2.2.20.7	Vodka
Vodka	1.1.2.3.20.7	Vodka
Vodka	1.1.2.4.20.7	Vodka
Vodka	2.9.1.4.20.14	Vodka
Vodka	2.9.2.4.20.5	Vodka
Vodka	2.9.5.1.20.7	Vodka
Vodka	9.1.3.2.20.9	Vodka
Vodka	9.1.4.3.14.12	Vodka
Vodka	9.1.4.3.20.12	Vodka
vodka	1.1.13.1.20.12	vodka
vodka	1.1.13.2.20.11	vodka
vodka	1.1.14.4.20.5	vodka
vodka	2.8.7.1.20.10	vodka
vodka	2.8.7.3.20.12	vodka
vodka	2.8.7.4.20.12	vodka
vodka	4.2.1.5.20.5	vodka
vodka	8.2.1.1.20.8	vodka
vodka	8.2.1.3.20.8	vodka
vodka	8.2.2.1.20.10	vodka
vodka	8.2.2.3.20.8	vodka
vodka	8.2.4.1.20.6	vodka
vodka	8.2.4.2.20.8	vodka
vodka	8.2.4.3.20.8	vodka
vodka	8.2.4.4.20.7	vodka
Voème demi-sec	3.8.3.1.4.9	Semi-dry porridge
Vogelbeeren	2.5.2.1.19.6	Vogelbeeren
Vogelbeeren	2.5.2.1.3.10	Vogelbeeren
Vogerlsalat	2.5.3.1.17.7	Vogerlsalat
Vogerlsalat	2.5.3.1.2.24	Vogerlsalat
Vogerlsalat	2.5.3.2.2.26	Vogerlsalat
Vogerlsalat	2.5.3.4.2.15	Vogerlsalat
Voio lentils	2.7.1.5.4.4	Voio lentils
Voivoi	9.3.2.2.18.14	Voivoi
Voivoi leaves	9.3.2.2.23.5	Voivoi leaves
Volaille de Bresse	2.3.5.2.6.24	Bresse poultry
Volaille de Bresse AOP	2.3.5.1.18.8	Bresse AOP poultry
Volaille de Bresse AOP	2.3.5.2.18.18	Bresse AOP poultry
Volaille de Bresse chicken	2.3.5.1.6.13	Bresse poultry chicken
Volailles d'Alsace chicken	2.3.3.1.6.16	Volailles d'Alsace chicken
Volailles d'Alsace IGP	2.3.3.1.18.5	Volailles d'Alsace IGP
Volailles d'Alsace turkey	2.3.3.1.6.17	Volailles d'Alsace turkey
Volailles de Houdan	2.3.2.1.6.1	Houdan poultry
Volailles de Houdan IGP	2.3.2.1.18.12	Poultry from Houdan IGP
Volailles des Landes chicken	2.3.4.1.6.10	Landes poultry chicken
Volailles des Landes guinea fowl	2.3.4.1.6.11	Poultry of the Landes guinea fowl
Volailles des Landes turkey	2.3.4.1.6.12	Landes turkey poultry
Volailles du Velay capon	2.3.2.3.6.13	Velay capon poultry
Volailles du Velay chicken	2.3.2.3.6.10	Velay chicken poultry
Volailles du Velay guinea fowl	2.3.2.3.6.11	Velay guinea fowl poultry
Volailles du Velay IGP	2.3.2.3.18.6	Velay IGP poultry
Volailles du Velay poularde	2.3.2.3.6.14	Velay poultry
Volailles du Velay turkey	2.3.2.3.6.12	Velay turkey poultry
volaki	2.7.2.1.11.18	volaki
volandeira	2.2.2.1.6.20	volandeira
volcanic ash	6.7.4.4.24.4	volcanic ash
volcanic rock	9.5.2.1.24.2	volcanic rock
Volga ukha	2.8.7.3.18.2	Volga ukha
Volkameria inermis leaves	9.4.3.4.19.9	Volkameria inermis leaves
volkameria leaves	9.4.3.1.19.9	volkameria leaves
Vollkornbrot	2.5.1.1.1.14	Vollkornbrot
Vollmilch	2.5.1.2.11.2	Vollmilch
Vollmilch	2.5.4.4.11.2	Vollmilch
Vollrahm	2.5.4.4.10.6	Vollrahm
Vologda butter	2.8.7.5.10.1	Vologda butter
Vologda butter	2.8.7.5.11.9	Vologda butter
Volovsko srce tomatoes	2.6.5.3.2.15	Volovsko srce tomatoes
volozhi	2.8.7.5.18.14	volozhi
Volta clam	3.4.4.4.18.5	Volta clam
Volta clam	3.4.4.4.6.6	Volta clam
Volunteer half-runner beans	1.1.4.2.4.9	Volunteer half-runner beans
Volunteer Tennessee half-runner beans	1.1.4.4.4.8	Volunteer Tennessee half-runner beans
vongola verace di Goro	2.4.2.4.18.8	Goro clam
vongola verace di Goro	2.4.2.4.6.5	Goro clam
Vongole	9.1.3.3.6.13	Vongole
vongole	2.4.1.2.6.36	vongole
vongole	2.4.2.2.6.20	vongole
vongole	2.4.3.3.6.9	vongole
vongole	2.4.4.3.6.17	vongole
vongole	2.4.6.2.6.15	vongole
vongole	2.4.7.1.6.21	vongole
vongole	2.4.7.2.6.26	vongole
vongole	2.4.7.4.6.9	vongole
Vorarlberger Alpkäse	2.5.3.3.11.14	Vorarlberg Alpine cheese
Vorarlberger Alpkäse	2.5.3.3.14.10	Vorarlberg Alpine cheese
Vorarlberger Alpkäse	2.5.3.3.18.30	Vorarlberg Alpine cheese
Vorarlberger Alpkäse g.U.	2.5.3.3.18.8	Vorarlberg Alpine cheese PDO
Vorarlberger Bergkäse	2.5.3.3.11.13	Vorarlberg mountain cheese
Vorarlberger Bergkäse	2.5.3.3.14.9	Vorarlberg mountain cheese
Vorarlberger Bergkäse	2.5.3.3.18.29	Vorarlberg mountain cheese
Vorarlberger Bergkäse g.U.	2.5.3.3.18.7	Vorarlberger mountain cheese PDO
Vorarlberger Kässpätzle	2.5.3.3.18.19	Vorarlberger Kässpätzle
Vorarlberger Räßkäse	2.5.3.3.11.17	Vorarlberg Räßkäse
Vorarlberger Riebel	2.5.3.3.18.10	Vorarlberger Riebel
Voronezh plum	2.8.7.4.3.5	Voronezh plum
Voronezh plum jam	2.8.7.4.13.6	Voronezh plum jam
Vorvine	1.3.5.3.19.5	Vorvine
vorwiegend festkochende Kartoffeln	2.5.2.1.1.4	vorwiegend festkochende Kartoffeln
Vosges blueberries	2.3.3.2.18.15	Vosges blueberries
Vosges blueberries	2.3.3.2.2.19	Vosges blueberries
Voskehat grapes	4.2.2.1.20.8	Voskehat grapes
Voskehat grapes	4.2.2.3.20.12	Voskehat grapes
Voskehat grapes	4.2.2.3.3.2	Voskehat grapes
Voskehat wine	4.2.2.3.20.2	Voskehat wine
Vossakvann	2.9.2.2.18.13	Vossakvann
Vossakvann	2.9.2.2.19.1	Vossakvann
Vossakvann	2.9.2.2.7.2	Vossakvann
Vostilidi grapes	2.7.2.3.3.13	Vostilidi grapes
Vostizza currants	2.7.1.2.14.6	Vostizza currants
Vostizza currants	2.7.1.2.18.2	Vostizza currants
Voudomato grapes	2.7.2.1.3.8	Voudomato grapes
Vouvray	2.3.2.2.16.1	Vouvray
Vouvray	2.3.2.2.20.1	Vouvray
Vouvray sec	2.3.2.2.12.7	Vouvray sec
Vrachanski Misket wine	2.8.5.2.20.13	Vrachanski Misket wine
Vranac	2.6.6.1.20.1	Vranac
Vranac grapes	2.6.5.3.3.2	Vranac grapes
Vranac wine	2.6.5.3.20.2	Vranac wine
Vranac wine	2.6.8.1.20.5	Vranac wine
Vranec	2.6.9.2.20.6	Vranec
Vranec wine	2.6.9.1.20.3	Vranec wine
Vranje propeć	2.6.5.3.18.13	Roasted crow
Vranje samsa	2.6.5.3.18.11	Vranje samsa
Vranje sečenica	2.6.5.3.18.12	Cucumber cuttings
Vravrona tomatoes	2.7.1.1.18.1	Vravrona tomatoes
Vravrona tomatoes	2.7.1.1.2.1	Vravrona tomatoes
Vremščica cheese	2.6.1.2.11.12	Vremščica cheese
vrshnik baking	2.6.9.3.24.4	vrshnik baking
Všestarská cibule	2.5.5.1.18.11	All-star onion
Všestarská cibule	2.5.5.1.2.1	All-star onion
Všestarská cibule	2.5.5.1.9.1	All-star onion
Vudi	9.3.2.1.1.4	Vudi
Vudi	9.3.2.2.1.5	Vudi
Vudi	9.3.2.3.1.4	Vudi
Vudi	9.3.2.4.1.7	Vudi
Vugava	2.6.2.4.20.1	Vugava
Vugava grapes	2.6.2.4.18.9	Vugava grapes
Vum Séi herbal tea	2.3.9.2.18.4	From the lake herbal tea
Vum Séi herbal tea	2.3.9.2.20.5	From the lake herbal tea
vurda	2.6.5.3.11.14	vurda
vurda	2.8.2.5.11.15	vurda
vurda	2.8.2.5.14.6	vurda
Vutu fruit	9.3.2.4.18.5	Vutu fruit
Vutu seeds	9.3.2.4.5.6	Vutu seeds
Vyann bef	1.4.5.4.6.1	Vyann bef
Vyann bèf	1.4.5.1.6.1	beef
Vyann bèf	1.4.5.2.6.2	beef
Vyann bèf	1.4.5.3.6.1	beef
Vyann kabrit	1.4.5.1.6.2	Vyann kabrit
Vyann kabrit	1.4.5.2.6.3	Vyann kabrit
Vyann kabrit	1.4.5.3.6.2	Vyann kabrit
Vyann kabrit	1.4.5.4.6.2	Vyann kabrit
Vyann kochon	1.4.5.1.6.3	Vyann kochon
Vyann kochon	1.4.5.2.6.1	Vyann kochon
Vyann kochon	1.4.5.3.6.3	Vyann kochon
Vyann kochon	1.4.5.4.6.3	Vyann kochon
Vytina feta	2.7.1.2.11.3	Vytina feta
