0ya	3.8.5.3.2.8	0ya
Yongding preserved mustard greens	6.3.4.2.14.2	Yongding preserved mustard greens
Yongding red persimmon	6.3.4.2.3.3	Yongding red persimmon
Yongfeng moldy fish	6.2.4.3.14.15	Yongfeng moldy fish
Yongfu luohanguo	6.3.2.1.18.2	Yongfu luohanguo
Yongfu luohanguo	6.3.2.1.19.1	Yongfu luohanguo
Yongfu luohanguo	6.3.2.1.3.1	Yongfu luohanguo
Yonggang white peach	6.6.1.1.3.6	Yonggang white peach
Yongin watermelon	6.6.2.1.3.23	Yongin watermelon
Yongnian garlic	6.1.4.1.18.10	Yongnian garlic
Yongnian garlic	6.1.4.1.2.1	Yongnian garlic
Yongnian garlic	6.1.4.1.9.4	Yongnian garlic
Yongning freshwater shrimp	6.2.1.3.18.7	Yongning freshwater shrimp
Yongning freshwater shrimp	6.2.1.3.6.7	Yongning freshwater shrimp
Yongshun berry tea	6.2.3.2.18.7	Yongshun berry tea
Yongshun berry tea	6.2.3.2.20.3	Yongshun berry tea
Yongshun fengtou duck	6.2.3.2.18.15	Yongshun fengtou duck
Yongshun fengtou duck	6.2.3.2.6.17	Yongshun fengtou duck
Yongshun honey oranges	6.2.3.2.3.3	Yongshun honey oranges
Yongxing huangpi	6.3.5.1.18.3	Yongxing huangpi
Yongxing huangpi	6.3.5.1.3.7	Yongxing huangpi
yor leaves	7.1.3.4.7.10	yor leaves
York gum root bark	9.1.1.4.2.13	York gum root bark
York Imperial apples	1.1.4.1.3.6	York Imperial apples
York Imperial apples	1.1.4.2.3.3	York Imperial apples
Yorkshire curd tart filling	2.1.1.1.18.12	Yorkshire curd tart filling
Yorkshire forced rhubarb	2.1.1.1.3.1	Yorkshire forced rhubarb
Yorkshire forced rhubarb jam	2.1.1.1.14.12	Yorkshire forced rhubarb jam
Yorkshire Wensleydale	2.1.1.1.11.5	Yorkshire Wensleydale
Yoshikawa nasu	6.7.5.1.2.32	Yoshikawa nasu
Yoshino carrots	6.7.6.4.2.7	Yoshino carrots
Yoshino carrots	6.7.6.4.9.2	Yoshino carrots
Yoshino hon-kudzu	6.7.4.4.18.5	Yoshino hon-kudzu
Yoshino hon-kudzu	6.7.4.4.19.8	Yoshino hon-kudzu
Yoshino hon-kudzu	6.7.4.4.22.6	Yoshino hon-kudzu
Yoshisuke rice	6.7.1.1.1.4	Yoshisuke rice
Youhao blueberry	6.1.3.3.3.2	Youhao blueberry
youmian oat flour	6.1.4.3.1.4	youmian oat flour
young bamboo shoots	7.1.1.1.2.15	young bamboo shoots
young bamboo shoots	7.1.2.3.2.8	young bamboo shoots
young bamboo shoots	7.1.3.3.2.12	young bamboo shoots
young bamboo shoots	7.1.4.1.2.6	young bamboo shoots
young bamboo shoots	7.1.4.2.2.7	young bamboo shoots
young bamboo shoots	7.1.8.3.2.2	young bamboo shoots
young bamboo shoots	7.3.4.4.2.7	young bamboo shoots
young bamboo tubes	7.2.1.1.23.3	young bamboo tubes
young banana	7.3.5.3.2.8	young banana
young banana leaves	7.3.6.1.23.2	young banana leaves
young banana leaves	7.3.6.2.23.2	young banana leaves
young banana leaves	7.3.6.3.23.2	young banana leaves
young banana stem	7.3.3.1.18.1	young banana stem
young banana stem	7.3.3.1.2.9	young banana stem
young banana stem	7.3.3.3.18.2	young banana stem
young banana stem	7.3.3.3.2.7	young banana stem
young beans	2.8.2.5.4.3	young beans
young beef	2.6.5.1.6.7	young beef
Young birds	9.1.1.4.6.21	Young birds
young bracken	6.6.3.1.2.20	young bracken
young bracken	6.6.3.1.7.2	young bracken
young bracken	6.6.3.2.2.20	young bracken
young bracken	6.6.3.2.7.2	young bracken
young broad beans	2.6.2.2.2.5	young broad beans
young broad beans	2.6.2.2.4.2	young broad beans
young broad beans	2.6.2.3.2.12	young broad beans
young broad beans	2.6.2.3.4.3	young broad beans
young broad beans	2.6.2.4.2.9	young broad beans
young broad beans	2.6.2.4.4.2	young broad beans
young broad beans	2.6.4.2.2.13	young broad beans
young broad beans	2.6.4.2.4.6	young broad beans
young burdock	6.7.4.1.2.26	young burdock
young cashew leaves	7.1.4.1.17.12	young cashew leaves
young cashew leaves	7.1.4.1.18.6	young cashew leaves
young cashew leaves	7.1.4.1.2.4	young cashew leaves
young cashew leaves	7.1.4.2.18.6	young cashew leaves
young cashew leaves	7.1.4.2.19.1	young cashew leaves
young cashew leaves	7.1.4.2.2.3	young cashew leaves
young cashew leaves	7.1.4.2.7.3	young cashew leaves
young cheese	2.6.2.2.11.3	young cheese
young cheese	2.6.4.2.11.9	young cheese
young chicken	6.6.2.1.6.11	young chicken
Young coconut	5.8.2.1.3.2	Young coconut
Young coconut	5.8.2.2.18.10	Young coconut
Young coconut	5.8.2.2.3.2	Young coconut
Young coconut	5.8.2.3.18.6	Young coconut
Young coconut	5.8.2.3.3.2	Young coconut
Young coconut	7.4.1.1.3.10	Young coconut
Young coconut	7.4.1.2.3.11	Young coconut
Young coconut	7.4.1.4.3.7	Young coconut
Young coconut	7.4.2.1.3.6	Young coconut
Young coconut	7.4.2.2.3.9	Young coconut
Young coconut	7.4.2.3.3.2	Young coconut
Young coconut	7.4.3.1.3.17	Young coconut
Young coconut	7.4.3.2.3.13	Young coconut
Young coconut	7.4.3.3.3.6	Young coconut
Young coconut	7.4.3.4.3.13	Young coconut
Young coconut	7.4.4.1.3.7	Young coconut
Young coconut	7.4.4.2.3.2	Young coconut
Young coconut	7.4.4.3.3.2	Young coconut
Young coconut	7.4.4.4.3.2	Young coconut
young coconut	6.3.5.2.3.3	young coconut
young coconut	6.3.5.3.3.6	young coconut
young coconut	6.3.5.4.3.7	young coconut
young coconut	7.1.3.1.3.8	young coconut
young coconut	7.1.3.4.3.5	young coconut
young coconut	7.1.4.1.3.2	young coconut
young coconut	7.1.4.2.3.3	young coconut
young coconut	7.1.4.3.3.2	young coconut
young coconut	7.1.5.2.3.8	young coconut
young coconut	7.1.5.3.3.2	young coconut
young coconut	7.1.6.1.3.13	young coconut
young coconut	7.1.6.2.3.9	young coconut
young coconut	7.1.6.3.3.10	young coconut
young coconut	7.1.6.4.3.9	young coconut
young coconut	7.1.6.5.3.11	young coconut
young coconut	7.2.3.1.3.1	young coconut
young coconut	7.2.3.2.3.1	young coconut
young coconut	7.2.4.4.3.2	young coconut
young coconut	7.3.2.1.3.12	young coconut
young coconut	7.3.2.2.3.13	young coconut
young coconut	7.3.2.3.3.12	young coconut
young coconut	7.3.2.4.3.8	young coconut
young coconut	7.3.2.5.3.10	young coconut
young coconut	7.3.3.1.3.5	young coconut
young coconut	7.3.3.2.3.7	young coconut
young coconut	7.3.3.3.3.4	young coconut
young coconut	7.3.4.2.3.15	young coconut
young coconut	7.3.4.3.3.6	young coconut
young coconut	7.3.4.4.3.10	young coconut
young coconut	7.3.5.1.3.6	young coconut
young coconut	7.3.5.2.3.6	young coconut
young coconut	7.3.5.3.3.6	young coconut
young coconut	7.3.5.4.3.2	young coconut
young coconut	7.3.6.1.3.8	young coconut
young coconut	7.3.6.2.3.7	young coconut
young coconut	7.3.6.3.3.6	young coconut
young coconut	7.3.7.1.3.6	young coconut
young coconut	7.3.7.3.3.6	young coconut
young coconut	7.3.7.4.3.6	young coconut
Young coconut flesh	5.8.2.1.11.4	Young coconut flesh
Young coconut flesh	5.8.2.2.11.4	Young coconut flesh
Young coconut flesh	5.8.2.3.11.4	Young coconut flesh
young coconut flesh	7.1.6.5.2.16	young coconut flesh
young coconut flesh	7.3.3.1.11.5	young coconut flesh
young coconut flesh	7.3.4.3.11.4	young coconut flesh
young coconut flesh	7.3.4.4.11.5	young coconut flesh
young coconut flesh	7.3.5.4.11.6	young coconut flesh
young coconut flesh	7.3.6.1.11.7	young coconut flesh
young coconut flesh	7.3.6.2.11.7	young coconut flesh
young coconut flesh	7.3.6.3.11.7	young coconut flesh
young coconut flesh	7.3.7.1.11.5	young coconut flesh
young coconut flesh	7.3.7.3.11.5	young coconut flesh
young coconut flesh	7.3.7.4.11.6	young coconut flesh
young coconut leaves	7.2.3.1.23.4	young coconut leaves
young coconut leaves	7.3.5.4.23.1	young coconut leaves
young coconut leaves	9.4.1.1.23.2	young coconut leaves
young coconut leaves	9.4.2.3.23.2	young coconut leaves
Young coconut meat	7.4.2.3.18.3	Young coconut meat
young coconut meat	7.1.3.4.11.5	young coconut meat
young coconut meat	7.1.3.4.18.11	young coconut meat
young coconut meat	7.1.3.4.2.8	young coconut meat
young coconut meat	9.4.1.1.5.4	young coconut meat
young coconut meat	9.4.1.2.18.2	young coconut meat
young coconut shoots	7.1.3.1.2.36	young coconut shoots
young coconut water	7.1.3.1.20.8	young coconut water
young coconut water	7.1.3.4.20.2	young coconut water
young coconut water	7.1.4.1.20.5	young coconut water
young coconut water	7.1.4.2.20.4	young coconut water
young coconut water	7.1.5.2.20.5	young coconut water
young coconut water	7.1.5.3.20.5	young coconut water
young coconut water	7.1.6.1.20.6	young coconut water
young coconut water	7.1.6.2.20.5	young coconut water
young coconut water	7.1.6.3.20.5	young coconut water
young coconut water	7.1.6.4.20.5	young coconut water
young coconut water	7.1.6.5.20.1	young coconut water
young coconut water	7.2.4.4.20.1	young coconut water
young coconut water	7.3.2.5.16.10	young coconut water
young coconut water	7.3.2.5.20.6	young coconut water
young coconut water	7.3.3.1.16.7	young coconut water
young coconut water	7.3.3.1.20.9	young coconut water
young coconut water	7.3.3.3.16.6	young coconut water
young coconut water	7.3.3.3.19.6	young coconut water
young coconut water	7.3.3.3.20.3	young coconut water
young coconut water	7.3.4.1.20.6	young coconut water
young coconut water	7.3.4.2.16.9	young coconut water
young coconut water	7.3.4.2.20.5	young coconut water
young coconut water	7.3.4.3.16.6	young coconut water
young coconut water	7.3.4.3.19.7	young coconut water
young coconut water	7.3.4.3.20.5	young coconut water
young coconut water	7.3.4.4.16.6	young coconut water
young coconut water	7.3.4.4.19.10	young coconut water
young coconut water	7.3.4.4.20.7	young coconut water
young coconut water	7.3.5.1.16.11	young coconut water
young coconut water	7.3.5.1.20.8	young coconut water
young coconut water	7.3.5.2.16.7	young coconut water
young coconut water	7.3.5.2.19.8	young coconut water
young coconut water	7.3.5.2.20.6	young coconut water
young coconut water	7.3.5.3.16.7	young coconut water
young coconut water	7.3.5.3.19.9	young coconut water
young coconut water	7.3.5.3.20.3	young coconut water
young coconut water	7.3.5.4.16.8	young coconut water
young coconut water	7.3.5.4.19.6	young coconut water
young coconut water	7.3.5.4.20.4	young coconut water
young coconut water	7.3.6.1.16.5	young coconut water
young coconut water	7.3.6.1.20.4	young coconut water
young coconut water	7.3.6.2.16.5	young coconut water
young coconut water	7.3.6.2.20.6	young coconut water
young coconut water	7.3.6.3.16.5	young coconut water
young coconut water	7.3.6.3.20.5	young coconut water
young coconut water	7.3.7.1.16.4	young coconut water
young coconut water	7.3.7.1.19.4	young coconut water
young coconut water	7.3.7.1.20.3	young coconut water
young coconut water	7.3.7.3.16.4	young coconut water
young coconut water	7.3.7.3.19.6	young coconut water
young coconut water	7.3.7.3.20.3	young coconut water
young coconut water	7.3.7.4.16.4	young coconut water
young coconut water	7.3.7.4.19.5	young coconut water
young coconut water	7.3.7.4.20.4	young coconut water
Young corn	7.4.3.2.1.5	Young corn
Young corn	7.4.3.2.18.3	Young corn
young corn	7.1.8.2.1.14	young corn
young corn	7.3.3.3.2.9	young corn
young corn	7.3.5.1.2.18	young corn
young cow meat	4.2.1.5.6.2	young cow meat
young garlic leaves	8.1.5.4.7.2	young garlic leaves
young ginger	6.3.1.1.9.2	young ginger
young ginger	6.3.1.2.9.2	young ginger
young ginger	6.3.1.4.9.3	young ginger
young ginger	6.3.2.1.9.2	young ginger
young ginger	6.3.2.3.9.3	young ginger
young ginger	6.3.2.4.9.3	young ginger
young ginger	6.3.3.3.9.3	young ginger
young ginger	6.3.3.4.9.3	young ginger
young ginger	6.3.4.1.9.3	young ginger
young ginger	6.3.4.2.9.3	young ginger
young ginger	6.3.4.3.9.3	young ginger
young ginger	6.3.5.1.9.3	young ginger
young ginger	6.3.5.3.9.3	young ginger
young ginger	6.3.5.4.9.3	young ginger
young ginger	6.4.1.3.2.8	young ginger
young ginger	6.4.1.3.9.8	young ginger
young ginger	6.4.2.1.9.8	young ginger
young ginger	6.4.2.3.9.2	young ginger
young ginger	6.4.2.4.9.2	young ginger
young ginger	6.4.3.1.9.3	young ginger
young ginger	6.4.3.2.9.2	young ginger
young ginger	6.4.3.3.9.2	young ginger
young ginger	6.7.4.1.19.6	young ginger
young ginger	6.7.4.1.9.10	young ginger
young goat cheese	4.1.2.3.11.7	young goat cheese
young goat meat	3.1.1.3.6.2	young goat meat
young grape leaves	6.4.4.1.7.5	young grape leaves
young grape leaves	6.4.4.3.7.6	young grape leaves
young grape leaves	6.4.4.4.7.6	young grape leaves
young grape leaves	6.4.5.2.7.7	young grape leaves
young green betel nut	9.4.1.3.19.9	young green betel nut
young green chili jeow	7.1.5.1.13.5	young green chili jeow
young green chilies	7.1.2.1.2.35	young green chilies
young green chilies	7.1.2.1.9.6	young green chilies
young green figs	3.1.1.3.3.15	young green figs
young green mango	9.4.1.1.18.9	young green mango
young green peas	2.6.2.2.2.7	young green peas
young green peas	2.6.2.2.4.7	young green peas
young hog plum leaves	7.1.4.1.18.7	young hog plum leaves
young hog plum leaves	7.1.4.1.7.14	young hog plum leaves
young hue fruit	9.2.1.2.2.11	young hue fruit
Young jackfruit	7.4.1.3.2.10	Young jackfruit
Young jackfruit	7.4.1.4.2.12	Young jackfruit
Young jackfruit	7.4.2.1.2.22	Young jackfruit
Young jackfruit	7.4.2.2.2.12	Young jackfruit
Young jackfruit	7.4.2.3.2.11	Young jackfruit
Young jackfruit	7.4.3.1.2.15	Young jackfruit
Young jackfruit	7.4.3.2.2.17	Young jackfruit
Young jackfruit	7.4.3.3.2.11	Young jackfruit
Young jackfruit	7.4.3.4.2.15	Young jackfruit
Young jackfruit	7.4.4.1.2.10	Young jackfruit
Young jackfruit	7.4.4.2.2.13	Young jackfruit
Young jackfruit	7.4.4.3.2.12	Young jackfruit
Young jackfruit	7.5.1.3.2.14	Young jackfruit
young jackfruit	7.1.2.1.2.15	young jackfruit
young jackfruit	7.1.4.1.2.11	young jackfruit
young jackfruit	7.1.4.3.2.10	young jackfruit
young jackfruit	7.1.8.1.2.2	young jackfruit
young jackfruit	7.1.8.2.2.7	young jackfruit
young jackfruit	7.1.8.4.2.10	young jackfruit
young jackfruit	7.3.1.1.2.5	young jackfruit
young jackfruit	7.3.1.2.2.4	young jackfruit
young jackfruit	7.3.2.1.2.16	young jackfruit
young jackfruit	7.3.2.3.2.1	young jackfruit
young jackfruit	7.3.2.4.2.13	young jackfruit
young jackfruit	7.3.2.5.2.7	young jackfruit
young jackfruit	7.3.3.1.2.8	young jackfruit
young jackfruit	7.3.3.2.2.9	young jackfruit
young jackfruit	7.3.4.2.2.3	young jackfruit
young jackfruit	7.3.4.3.2.13	young jackfruit
young jackfruit	7.3.5.1.2.4	young jackfruit
young kajmak	2.6.5.2.11.3	young kajmak
young kedondong leaves	7.3.4.4.12.5	young kedondong leaves
young kedondong leaves	7.3.4.4.2.14	young kedondong leaves
young lamb	2.6.2.4.6.3	young lamb
young lamb	2.6.4.2.6.2	young lamb
young Litsea leaves	7.1.4.1.18.8	young Litsea leaves
young Litsea leaves	7.1.4.1.7.15	young Litsea leaves
young mango	7.2.4.1.3.9	young mango
young mangosteen	7.1.4.1.12.7	young mangosteen
young mangosteen	7.1.4.1.18.10	young mangosteen
young mangosteen	7.1.4.1.3.10	young mangosteen
young mature farm cheese	2.3.8.3.11.9	young mature farm cheese
young melinjo fruits	7.3.1.1.2.17	young melinjo fruits
young melinjo leaves	7.3.7.1.2.1	young melinjo leaves
young melinjo leaves	7.3.7.1.7.3	young melinjo leaves
young melinjo leaves	7.3.7.4.2.3	young melinjo leaves
young melinjo leaves	7.3.7.4.7.6	young melinjo leaves
Young mimolette	2.3.1.3.11.12	Young mimolette
young mustard greens	7.1.2.3.2.4	young mustard greens
young mustard greens	7.1.8.4.2.4	young mustard greens
young nipah leaves	7.2.3.1.23.3	young nipah leaves
young noni leaves	9.4.5.1.7.9	young noni leaves
young noni leaves	9.4.5.3.7.3	young noni leaves
young palm hearts	7.1.3.1.18.14	young palm hearts
young palm hearts	7.1.3.1.2.37	young palm hearts
Young palm leaves	7.5.1.1.23.2	Young palm leaves
young papaya	7.2.1.2.3.7	young papaya
young papaya	7.3.1.1.2.1	young papaya
young papaya	7.3.3.2.2.8	young papaya
Young papaya fruit	7.5.1.3.2.13	Young papaya fruit
Young pili kernel	7.4.1.4.18.3	Young pili kernel
Young pili kernel	7.4.1.4.5.2	Young pili kernel
young pumpkin leaves	7.3.3.2.2.2	young pumpkin leaves
young radish	6.6.2.1.2.4	young radish
young radish	6.6.2.3.2.4	young radish
young radish	6.6.2.4.2.4	young radish
young radish	6.6.2.5.2.4	young radish
young radish	6.6.3.1.2.2	young radish
young radish	6.6.3.2.2.2	young radish
young radish water kimchi	6.6.2.3.14.5	young radish water kimchi
young reeds	4.4.3.2.18.3	young reeds
young reeds	4.4.3.2.2.4	young reeds
young squash shoots	7.1.8.3.2.7	young squash shoots
young sticky rice	7.1.7.1.1.3	young sticky rice
young summer radish	6.6.2.2.2.2	young summer radish
young summer radish kimchi	6.6.2.2.14.2	young summer radish kimchi
young sweet corn	2.6.1.2.2.21	young sweet corn
young tamarind leaves	7.1.5.4.12.4	young tamarind leaves
young tapioca shoots	7.2.1.1.2.17	young tapioca shoots
Young taro leaves	3.5.1.2.23.3	Young taro leaves
Young taro leaves	3.5.1.2.7.2	Young taro leaves
young white cheese	2.6.5.2.11.7	young white cheese
Young wild yam leaves	3.5.2.2.2.7	Young wild yam leaves
young wine	2.6.2.1.20.12	young wine
youtiao	7.2.2.1.1.19	youtiao
youtiao	7.2.2.1.18.9	youtiao
Youxian fragrant dried tofu	6.2.3.3.11.7	Youxian fragrant dried tofu
Yoyo	1.5.3.4.18.5	Yoyo
ysaol leaves	9.4.2.2.2.30	ysaol leaves
ysaol leaves	9.4.2.2.7.13	ysaol leaves
Ysop	2.5.3.2.7.6	Ysop
Ysop	2.5.3.4.7.13	Ysop
Yu	5.5.5.4.20.5	Yu
yu choy	1.1.13.2.2.47	yu choy
Yu Her Pau litchi	6.5.2.2.3.10	Yu Her Pau litchi
Yu Her Pau lychee	6.5.2.4.3.5	Yu Her Pau lychee
Yuanhe Tang preserved fruits	6.3.3.2.14.3	Yuanhe Tang preserved fruits
Yuasa soy sauce	6.7.4.4.13.2	Yuasa soy sauce
Yuasa soy sauce	6.7.4.4.18.15	Yuasa soy sauce
yuba	6.7.4.2.11.3	yuba
yuba	6.7.4.2.6.7	yuba
yuba ribbons	6.7.3.2.17.10	yuba ribbons
yuba sheets	6.7.3.2.23.2	yuba sheets
yuba sheets	6.7.4.2.23.3	yuba sheets
Yuca	1.3.1.2.1.6	Yuca
Yuca	1.3.1.3.1.8	Yuca
Yuca	1.3.3.1.1.7	Yuca
Yuca	1.3.3.2.1.8	Yuca
Yuca	1.3.3.3.1.8	Yuca
Yuca	1.3.3.4.1.7	Yuca
Yuca	1.3.4.1.1.8	Yuca
Yuca	1.3.4.1.2.15	Yuca
Yuca	1.3.4.3.1.7	Yuca
Yuca	1.3.4.4.19.3	Yuca
Yuca	1.3.4.5.1.7	Yuca
Yuca	1.3.5.1.1.7	Yuca
Yuca	1.3.5.2.1.9	Yuca
Yuca	1.3.6.1.1.11	Yuca
Yuca	1.4.1.1.1.2	Yuca
Yuca	1.4.1.2.1.2	Yuca
Yuca	1.4.1.3.1.2	Yuca
Yuca	1.4.1.4.1.2	Yuca
Yuca	1.4.2.1.1.2	Yuca
Yuca	1.4.2.2.1.2	Yuca
Yuca	1.4.2.3.1.2	Yuca
Yuca	1.4.2.4.1.2	Yuca
Yuca	1.4.2.5.1.2	Yuca
Yuca	1.4.3.1.1.2	Yuca
Yuca	1.4.3.2.1.2	Yuca
Yuca	1.4.3.3.1.2	Yuca
Yuca	1.4.3.4.1.2	Yuca
Yuca	1.4.4.1.1.2	Yuca
Yuca	1.4.4.2.1.2	Yuca
Yuca	1.5.1.1.1.18	Yuca
Yuca	1.5.1.2.1.13	Yuca
Yuca	1.5.1.3.1.11	Yuca
Yuca	1.5.1.4.1.17	Yuca
Yuca	1.5.2.1.1.9	Yuca
Yuca	1.5.2.2.1.6	Yuca
Yuca	1.5.2.3.1.8	Yuca
Yuca	1.5.2.4.1.8	Yuca
Yuca	1.5.3.1.1.9	Yuca
Yuca	1.5.3.3.1.10	Yuca
Yuca	1.5.4.1.1.24	Yuca
Yuca	1.5.4.2.1.27	Yuca
Yuca	1.5.4.3.1.22	Yuca
Yuca	1.5.5.1.1.9	Yuca
Yuca	1.5.5.2.1.8	Yuca
Yuca	1.5.5.3.1.5	Yuca
Yuca	1.5.5.4.1.7	Yuca
yuca	1.2.3.1.1.8	yuca
yuca	1.2.3.3.1.9	yuca
yuca	1.2.3.4.1.7	yuca
yuca	1.2.4.5.1.8	yuca
yuca	1.2.6.1.1.10	yuca
yuca	1.2.6.2.1.11	yuca
yuca	1.2.6.3.1.10	yuca
yuca	1.2.7.2.1.8	yuca
yuca	1.2.7.3.1.7	yuca
yuca	1.3.1.1.2.49	yuca
yuca	1.3.1.2.1.21	yuca
yuca	1.3.1.3.1.30	yuca
yuca	1.3.1.4.1.20	yuca
yuca	1.3.1.5.1.30	yuca
yuca	1.3.3.1.1.28	yuca
yuca	1.3.3.1.2.37	yuca
yuca	1.3.3.2.1.31	yuca
yuca	1.3.3.2.2.40	yuca
yuca	1.3.3.3.1.28	yuca
yuca	1.3.3.3.2.38	yuca
yuca	1.3.3.4.1.27	yuca
yuca	1.3.4.1.1.27	yuca
yuca	1.3.4.2.1.24	yuca
yuca	1.3.4.3.1.34	yuca
yuca	1.3.4.3.2.40	yuca
yuca	1.3.4.4.1.20	yuca
yuca	1.3.4.5.1.30	yuca
yuca	1.3.5.1.1.28	yuca
yuca	1.3.5.1.2.40	yuca
yuca	1.3.5.2.1.28	yuca
yuca	1.3.5.2.2.36	yuca
yuca	1.3.5.3.1.20	yuca
yuca	1.3.5.4.1.32	yuca
yuca	1.3.6.1.1.38	yuca
yuca	1.3.6.2.1.14	yuca
yuca	1.3.6.3.1.7	yuca
yuca	1.3.6.4.1.12	yuca
yuca	1.3.6.5.1.6	yuca
yuca	1.3.7.1.1.10	yuca
yuca	1.3.7.2.1.10	yuca
yuca	1.3.7.3.1.3	yuca
yuca	1.3.7.4.1.4	yuca
yuca	1.6.1.1.1.2	yuca
yuca	1.6.1.2.1.5	yuca
yuca	1.6.2.1.1.11	yuca
yuca	1.6.2.2.1.18	yuca
yuca	1.6.2.3.1.12	yuca
yuca	1.6.3.1.1.1	yuca
yuca	1.6.3.2.1.1	yuca
yuca	1.6.3.3.1.1	yuca
yuca	1.6.5.1.1.1	yuca
yuca	1.6.5.2.1.4	yuca
Yuca amarga	1.5.3.5.1.8	Yuca amarga
yuca amarilla	1.6.5.3.1.17	yuca amarilla
yuca brava	1.6.3.1.1.2	yuca brava
yuca brava	1.6.3.1.18.5	yuca brava
Yuca cake	1.3.5.3.18.6	Yuca cake
yuca cocida	1.6.5.1.17.3	yuca cocida
Yuca dulce	1.5.3.4.1.11	Yuca dulce
Yuca dulce	1.5.3.5.1.7	Yuca dulce
yuca fermentada	1.6.5.2.14.6	yuca fermentada
yuca frita	1.6.5.1.17.4	yuca frita
yuca frita	1.6.5.2.17.6	yuca frita
yuca frita	1.6.5.3.17.10	yuca frita
yuca mojeña	1.6.5.3.1.19	yucca mojeña
yuca molida	1.6.5.2.1.5	yuca molida
yuca morada	1.6.5.3.1.16	yuca morada
yuca rallada	1.3.1.4.18.14	yuca rallada
yuca rallada	1.3.5.3.22.10	yuca rallada
yuca rosada	1.6.5.3.1.18	yuca rosada
yuca sancochada	1.6.1.1.17.3	yuca sancochada
yuca sancochada	1.6.3.2.17.7	yuca sancochada
yuca sancochada	1.6.3.3.17.6	yuca sancochada
yuca tierna	1.3.1.2.2.38	yuca tierna
yuca tierna	1.3.3.4.2.35	yuca tierna
yuca tierna	1.3.4.5.2.27	yuca tierna
yuca tierna	1.3.6.2.2.15	yuca tierna
yuca tierna señora	1.6.5.3.1.15	tender yucca lady
Yuca tortillas	1.3.4.5.1.8	Yuca tortillas
Yucca	1.2.3.5.1.14	Yucca
Yucca	1.2.3.6.1.14	Yucca
Yucca fries	1.2.3.5.18.5	Yucca fries
Yucca fries	1.2.3.6.18.5	Yucca fries
Yucca root	1.2.3.5.2.33	Yucca root
Yucca root	1.2.3.6.2.33	Yucca root
Yucun vermicelli	6.2.4.1.1.8	Yucun vermicelli
Yudu box persimmons	6.2.4.3.3.11	Yudu box persimmons
Yudu boxed persimmon	6.3.4.3.18.7	Yudu boxed persimmon
Yudu boxed persimmon	6.3.4.3.3.8	Yudu boxed persimmon
Yudu litsea oil	6.3.4.3.10.4	Yudu litsea oil
Yudu litsea oil	6.3.4.3.18.20	Yudu litsea oil
Yuehong No. 6 dragon fruit	6.3.1.2.3.22	Yuehong No. 6 dragon fruit
Yueshen 74 mulberry	6.3.1.2.3.24	Yueshen 74 mulberry
yufka	4.1.1.1.1.12	yufka
yufka	4.1.1.2.1.16	yufka
yufka	4.1.1.2.23.1	yufka
yufka	4.1.1.3.1.15	yufka
yufka	4.1.1.3.23.1	yufka
yufka	4.1.2.1.1.13	yufka
yufka	4.1.2.1.23.1	yufka
yufka	4.1.2.2.1.16	yufka
yufka	4.1.2.2.23.1	yufka
yufka	4.1.2.3.1.12	yufka
yufka	4.1.2.3.23.1	yufka
yufka	4.1.3.1.1.10	yufka
yufka	4.1.3.1.23.1	yufka
yufka	4.1.3.2.1.12	yufka
yufka	4.1.3.2.23.1	yufka
yufka	4.1.3.3.1.14	yufka
yufka	4.1.3.3.23.1	yufka
yufka	4.1.4.1.1.14	yufka
yufka	4.1.4.1.23.1	yufka
yufka	4.1.4.2.1.13	yufka
yufka	4.1.4.2.23.1	yufka
yufka	4.1.4.3.1.12	yufka
yufka	4.1.4.3.23.1	yufka
yufka	4.1.5.1.1.18	yufka
yufka	4.1.5.1.23.3	yufka
yufka	4.1.5.2.1.18	yufka
yufka	4.1.5.2.23.2	yufka
yufka	4.1.5.3.1.15	yufka
yufka	4.1.5.3.23.1	yufka
yufka	4.1.5.4.1.14	yufka
yufka	4.1.5.4.23.1	yufka
yufka dough	2.6.4.1.1.11	yufka dough
yufka dough	2.6.4.1.23.1	yufka dough
yufka dough	2.6.4.2.1.13	yufka dough
yufka dough	2.6.4.2.23.1	yufka dough
yufka dough	2.6.5.2.1.16	yufka dough
yufka dough	2.6.5.2.23.1	yufka dough
yufka dough	2.6.5.3.1.9	yufka dough
yufka dough	2.6.5.3.23.2	yufka dough
yufka dough	2.6.6.1.23.3	yufka dough
yufka dough	2.6.7.1.23.3	yufka dough
yufka dough	2.6.7.2.1.13	yufka dough
yufka dough	2.6.7.2.23.1	yufka dough
yufka dough	2.6.7.3.1.13	yufka dough
yufka dough	2.6.7.3.23.1	yufka dough
yufka dough	2.6.7.4.1.11	yufka dough
yufka dough	2.6.7.4.23.1	yufka dough
yufka dough	2.6.8.1.1.14	yufka dough
yufka dough	2.6.8.1.23.1	yufka dough
yufka dough	2.6.9.1.1.14	yufka dough
yufka dough	2.6.9.1.23.1	yufka dough
yufka dough	2.6.9.2.1.12	yufka dough
yufka dough	2.6.9.2.23.1	yufka dough
yufka dough	2.6.9.3.1.17	yufka dough
yufka dough	2.6.9.3.23.3	yufka dough
yufka dough	4.2.3.1.23.2	yufka dough
yufka dough	4.2.3.5.23.9	yufka dough
Yuhe pickled fish	6.4.3.2.14.2	Yuhe pickled fish
