1.4.9 French Caribbean	2.2.1.3.24.25
forest honey	7.1.8.3.19.3
forest honey, forest honey, lesní med	2.5.5.1.15.6
forest honey, forest honey, lesní med	2.5.5.2.15.6
forest honey, forest honey, lesný med	2.5.6.1.15.8
forest honey, forest honey, lesný med	2.5.6.1.19.4
forest honey, forest honey, lesný med	2.5.6.2.15.6
forest honey, forest honey, lesný med	2.5.6.2.19.3
forest honey, forest honey, lesný med	2.5.6.3.15.6
forest honey, forest honey, mel de bosc	2.2.5.4.15.4
Forest leaves	5.5.5.4.23.4
forest leaves	7.1.8.3.23.3
forest mushrooms	2.8.1.3.2.8
forest mushrooms	2.8.1.5.2.8
forest mushrooms	2.8.1.5.9.5
forest mushrooms	2.8.2.4.2.12
forest mushrooms	2.8.3.1.2.22
forest mushrooms	2.8.3.3.2.20
forest mushrooms	2.8.4.1.2.19
forest mushrooms	2.8.5.1.2.20
forest mushrooms	2.8.5.3.2.23
forest mushrooms	2.8.5.5.2.22
forest mushrooms	2.8.6.1.2.24
forest mushrooms	2.8.6.2.2.20
forest mushrooms	2.8.6.4.2.22
forest mushrooms	7.1.2.3.18.7
forest mushrooms	7.1.2.3.2.15
forest pepper leaves	7.1.7.2.7.10
forest rat	7.3.5.2.18.9
forest rat	7.3.5.2.6.27
forest rice, forest rice, Ormanlı rice	4.1.1.1.1.1
forest rice, forest rice, Ormanlı rice	4.1.1.1.18.4
forest savory	4.2.1.5.7.5
Forest snail	3.5.1.1.18.3
Forest snail	3.5.1.1.6.16
Forest snails	3.5.5.1.18.7
Forest snails	3.5.5.1.6.15
forest tea	2.6.8.2.19.2
forest tea	2.6.8.2.20.4
forest tea	2.6.8.2.7.1
forest venison	2.1.2.2.18.4
Fork ice cream, Fork ice cream, Šakotis ice cream	2.9.8.2.18.5
forktail rabbitfish	9.4.4.1.6.9
Formadi Frant	2.4.2.2.11.5
Formadi Frant	2.4.2.2.14.14
Formadi Frant	2.4.2.2.18.12
formadi frant	2.4.2.2.13.2
Formaela Arachovas Parnassou	2.7.1.4.11.5
Formaela Arachovas Parnassou	2.7.1.4.18.9
Formaggella	2.5.4.3.11.23
Formaggella del Luinese DOP, Formaggella del Luinese DOP, Formaggella del Luinese DOP	2.4.1.4.11.3
formaggella grassa	2.5.4.3.11.10
formaggella semigrassa	2.5.4.3.11.11
formaggini ticinesi	2.5.4.3.11.7
formaggio caprino fresco	2.4.2.3.11.13
formaggio caprino morbido	2.4.2.2.11.8
Formaggio d'Alpe Ticinese AOP	2.5.4.3.11.25
Formaggio d'Alpe Ticinese AOP	2.5.4.3.18.21
formaggio d'alpe ticinese DOP	2.5.4.3.11.5
formaggio d'alpe ticinese DOP	2.5.4.3.18.3
formaggio d'alpe ticinese stagionato	2.5.4.3.14.15
formaggio misto	2.4.1.3.11.14
Formaggio salato	2.4.2.2.11.6
Formaggio salato	2.4.2.2.14.15
formatge blanquet	2.2.6.2.11.7
formatge d'ovella	2.2.5.3.11.9
formatge d'ovella	2.2.5.4.11.9
formatge fresc	2.2.5.1.11.5
formatge fresc	2.2.5.2.11.8
formatge fresc	2.2.5.3.11.7
formatge fresc	2.2.6.1.11.5
formatge fresc	2.2.6.4.11.6
Formatjada dough	2.2.8.2.23.4
Formatjades	2.2.8.2.18.3
Formentera herb liqueur	2.2.8.3.20.7
Formentera honey	2.2.8.3.15.2
Formentera liquid salt	2.2.8.3.18.4
Formentera liquid salt	2.2.8.3.21.3
Formentera wine	2.2.8.3.20.5
Formentino	2.5.4.3.2.40
Formosan eupatorium	6.5.3.2.19.1
Formosan eupatorium leaves	6.5.3.2.2.4
Formosan eupatorium leaves	6.5.3.2.7.7
Formosan rattan palm shoots	6.5.3.2.2.2
forno a legna	2.4.4.1.24.6
forno a legna	2.4.4.2.24.5
forno a legna	2.4.4.3.24.1
forno a legna	2.4.6.1.24.1
forno a legna	2.4.6.2.24.1
forno a legna	2.4.6.3.24.1
forno a legna	2.4.7.1.24.8
forno a legna	2.4.7.2.24.8
forno a legna	2.4.7.3.24.8
forno a legna	2.4.7.4.24.8
forno a lenha	2.2.1.2.24.6
forno a lenha	2.2.1.3.24.1
forno a lenha	2.2.1.4.24.1
forno a lenha	2.2.1.5.24.3
forszmak lubelski	2.8.1.5.18.11
fortified wine from Guadalquivir-Doñana, fortified wine from Guadalquivir-Doñana, vino generoso del Guadalquivir-Doñana	2.2.7.1.12.8
fortified wine from Guadalquivir-Doñana, fortified wine from Guadalquivir-Doñana, vino generoso del Guadalquivir-Doñana	2.2.7.1.14.6
fortified wine from Guadalquivir-Doñana, fortified wine from Guadalquivir-Doñana, vino generoso del Guadalquivir-Doñana	2.2.7.1.16.6
fortified wine from Guadalquivir-Doñana, fortified wine from Guadalquivir-Doñana, vino generoso del Guadalquivir-Doñana	2.2.7.1.20.3
Fortuna strawberry	3.2.1.1.3.2
fortunella	2.6.6.1.3.12
Fosforera	1.5.3.1.18.9
Fossa di Sogliano PDO cheese, Fossa di Sogliano PDO cheese, Formaggio di Fossa di Sogliano DOP	2.4.2.4.11.2
Fossa di Sogliano PDO cheese, Fossa di Sogliano PDO cheese, Formaggio di Fossa di Sogliano DOP	2.4.2.4.14.4
Fossa di Sogliano PDO cheese, Fossa di Sogliano PDO cheese, Formaggio di Fossa di Sogliano DOP	2.4.3.3.11.2
Fossa di Sogliano PDO cheese, Fossa di Sogliano PDO cheese, Formaggio di Fossa di Sogliano DOP	2.4.3.3.14.18
fotja	2.2.6.4.6.3
fotope leaves	7.3.7.1.18.10
fotope leaves	7.3.7.1.23.1
Fouace dough	2.3.2.2.1.8
Fouée dough	2.3.2.2.1.7
Fouée dough	2.3.2.2.23.2
Fouées, Fouées, Fouées	2.3.2.2.18.19
Foufou flour	3.5.3.1.1.4
Foufou flour	3.5.3.2.1.3
Foufou flour	3.5.3.3.1.3
Foufou flour	3.5.3.4.1.3
Foufou flour	3.5.4.1.1.4
Foufou flour	3.5.4.2.1.4
Foufou flour	3.5.5.3.1.4
Fougasse dough	2.3.6.1.1.14
Fougasse dough	2.3.6.2.1.10
Fougasse dough	2.3.6.3.1.18
foul	4.3.3.1.13.7
Foum-Zguid henna	3.1.1.4.18.8
Founding year, Founding year, Stitjôr	2.9.3.2.1.18
Founding year, Founding year, Stitjôr	2.9.3.2.18.4
Fountain Melon, Fountain Melon, Çeşme Kavunu	4.1.2.1.18.3
Fountain Melon, Fountain Melon, Çeşme Kavunu	4.1.2.1.3.1
Four corners	3.5.1.2.8.7
Four Corners potatoes	1.1.9.3.1.21
Four Corners potatoes	1.1.9.3.18.5
Four fissuse bananas, Four fissuse bananas, Apat fissuse banana	9.4.3.4.1.11
Four fissuse bananas, Four fissuse bananas, Apat fissuse banana	9.4.3.4.18.6
Four regular bananas, Four regular bananas, Apat regular banana	9.4.3.4.1.10
Four regular bananas, Four regular bananas, Apat regular banana	9.4.3.4.18.5
four seasons lemons	3.1.3.4.3.20
Four sides, Four sides, Quatre côtés	3.5.1.1.8.7
Four-spice blend	2.3.3.1.8.9
foura flour	3.4.7.4.18.8
foura soga	3.4.7.4.20.4
fouren uch	9.4.3.2.13.3
fouren uch	9.4.3.2.18.5
Fourme d'Ambert	2.3.2.3.11.9
Fourme d'Ambert AOP	2.3.2.3.18.10
fouskes	2.7.1.4.6.25
Fouta honey	3.4.2.2.18.4
Foveaux blue cod	9.2.3.2.6.9
Fox grapes	1.1.1.1.3.24
Fox grapes	1.1.4.1.3.18
fox nut	6.1.1.3.19.6
fox nut	6.3.1.1.5.13
fox nuts	6.1.1.3.5.9
fox nuts	6.1.2.2.5.8
fox nuts	6.1.2.3.19.9
fox nuts	6.1.2.3.5.9
fox nuts	6.2.1.1.18.4
fox nuts	6.2.1.1.19.1
fox nuts	6.2.1.1.5.2
fox nuts	6.2.1.3.18.9
fox nuts	6.2.1.3.19.1
fox nuts	6.2.1.3.5.2
fox nuts	6.2.4.4.18.13
fox nuts	6.2.4.4.19.3
fox nuts	6.2.4.4.5.3
foxes, foxes, lišky	2.5.5.1.2.33
foxes, foxes, lišky	2.5.5.2.2.33
foxes, foxes, lišky	2.5.5.3.2.9
foxnut stems	6.2.4.4.2.9
Foxtail millet	5.3.1.4.1.13
Foxtail millet	5.4.4.4.1.17
Foxtail millet	5.6.2.3.1.10
Foxtail millet	5.6.4.1.1.9
Foxtail millet	5.6.4.1.18.5
Foxtail millet	5.6.4.3.1.12
Foxtail millet	5.7.1.3.1.6
Foxtail millet	5.7.1.3.18.9
Foxtail millet	5.7.2.3.1.8
Foxtail millet	5.7.3.1.1.11
Foxtail millet	5.7.3.4.1.11
foxtail millet	6.1.1.2.1.6
foxtail millet	6.1.1.3.1.6
foxtail millet	6.1.2.2.1.4
foxtail millet	6.1.2.3.1.5
foxtail millet	6.1.3.2.1.13
foxtail millet	6.1.3.3.1.14
foxtail millet	6.1.4.1.1.8
foxtail millet	6.1.4.2.1.7
foxtail millet	6.1.4.3.1.16
foxtail millet	6.1.4.4.1.6
foxtail millet	6.7.1.3.1.2
foxtail millet	6.7.3.1.1.8
foxtail millet	6.7.3.1.5.5
foxtail millet	7.1.1.5.1.6
Foxtail millet flour	5.7.3.1.1.12
foxtail millet liquor	6.7.1.3.20.2
frades	2.2.1.2.18.2
frafra potato	3.4.4.3.1.15
frafra potato	3.4.4.3.18.3
Fragile cheese, Fragile cheese, Skjørost	2.9.2.3.11.10
Fragile cheese, Fragile cheese, Skjørost	2.9.2.3.14.2
fragole	2.5.4.3.3.11
fragole dell'Alto Adige	2.4.2.3.3.16
Fragolino	2.4.5.4.20.38
fragrant bamboo tubes	6.4.2.4.24.4
fragrant grass	7.1.8.3.18.6
fragrant grass	7.1.8.3.19.8
fragrant herb salt	7.1.8.3.13.3
fragrant herb salt	7.1.8.3.21.5
fragrant pomelos	6.2.4.4.3.15
Fragrant rice, Fragrant rice, Riz parfumé	1.4.7.3.1.2
Fragrant rice, Fragrant rice, Riz parfumé	1.4.9.1.1.2
Fragrant rice, Fragrant rice, Riz parfumé	1.4.9.2.1.2
Fragrant rice, Fragrant rice, Riz parfumé	1.4.9.3.1.2
fragrant vinegar	6.3.3.1.12.1
fragrant vinegar	6.3.3.1.13.7
fragrant wine from Guadalquivir-Doñana, fragrant wine from Guadalquivir-Doñana, vino oloroso del Guadalquivir-Doñana	2.2.7.1.20.4
fraises	2.5.4.2.3.13
framboesa	1.7.3.3.3.14
framboises	2.5.4.2.3.14
Frambuesa	1.8.1.6.3.10
Frambuesa	1.8.4.3.3.15
Frambuesa	1.8.5.1.3.8
Frambuesa	1.8.5.2.3.7
Frambuesa	1.8.5.4.3.5
frambuesa	1.2.1.1.3.6
frambuesa	1.2.2.1.3.8
frambuesa	1.2.2.2.3.2
frambuesa	1.2.2.3.3.3
frambuesa	1.3.7.5.3.9
Frambuesa deshidratada	1.8.5.4.8.2
Frambuesa fresca	1.8.1.6.17.10
Frambuesa fresca	1.8.4.3.17.10
Frambuesa fresca	1.8.5.4.17.3
frame, frame, carimã	1.7.3.1.1.14
frame, frame, carimã	1.7.3.1.22.4
frame, frame, carimã	1.7.3.2.1.8
frame, frame, carimã	1.7.3.2.18.5
frame, frame, carimã	1.7.3.3.1.8
frame, frame, carimã	1.7.3.3.22.3
Francavilla white onion, Francavilla white onion, cipolla bianca di Francavilla	2.4.5.3.2.5
Francavilla white onion, Francavilla white onion, cipolla bianca di Francavilla	2.4.5.3.9.1
France Jam, France Jam, La France jam	6.7.2.2.15.5
francisquito	1.7.6.2.18.7
Franconian asparagus	2.5.2.3.18.21
Franconian asparagus, Franconian asparagus, Fränkischer Spargel	2.5.2.3.18.6
Franconian asparagus, Franconian asparagus, Fränkischer Spargel	2.5.2.3.19.3
Franconian asparagus, Franconian asparagus, Fränkischer Spargel	2.5.2.3.2.1
Franconian carp, Franconian carp, Fränkischer Karpfen	2.5.2.3.18.4
Franconian carp, Franconian carp, Fränkischer Karpfen	2.5.2.3.6.9
Franconian green kernel, Franconian green kernel, Fränkischer Grünkern	2.5.2.3.1.3
Franconian green kernel, Franconian green kernel, Fränkischer Grünkern	2.5.2.3.18.9
Franconian horseradish, Franconian horseradish, Fränkischer Meerrettich	2.5.2.3.13.1
Franconian horseradish, Franconian horseradish, Fränkischer Meerrettich	2.5.2.3.18.7
Franconian horseradish, Franconian horseradish, Fränkischer Meerrettich	2.5.2.3.19.1
Franconian horseradish, Franconian horseradish, Fränkischer Meerrettich	2.5.2.3.2.4
Franconian Küchla, Franconian Küchla, Fränkische Küchla	2.5.2.3.18.19
Franconian plum, Franconian plum, Fränkische Zwetschge	2.5.2.3.3.1
Franconian Schäufele, Franconian Schäufele, Fränkisches Schäufele	2.5.2.3.18.13
Franconian wine cream, Franconian wine cream, Fränkische Weincreme	2.5.2.3.18.18
Franconian Zwetschge	2.5.2.3.18.24
Francus, Francus, Frâncușă	2.8.4.3.20.2
frango	1.7.4.4.6.18
frango	1.7.5.3.6.12
frango	1.7.5.4.6.6
frango	1.7.6.2.6.13
frango	1.7.6.4.6.1
frango	2.2.1.1.6.13
frango caipira	1.7.4.2.6.11
frango caipira	1.7.4.3.6.1
frango caipira	1.7.5.1.6.9
frango caipira	1.7.6.1.6.1
frango caipira	1.7.6.4.6.2
Frangollo	1.4.1.4.18.6
frangollo corn, frangollo corn, maíz frangollo	1.6.5.1.1.10
frangollo corn, frangollo corn, maíz frangollo	1.6.5.1.18.5
Frankenwein	2.5.2.3.12.6
Frankenwein	2.5.2.3.14.6
Frankenwein	2.5.2.3.16.8
Frankenwein	2.5.2.3.18.8
Frankenwein	2.5.2.3.20.1
Frankfurter Würstel, Frankfurter Würstel, Frankfurter Würstel	2.5.3.1.6.14
Frankincense	3.3.1.3.24.5
Frankincense	3.3.2.1.24.2
Frankincense	4.5.4.3.19.5
Frankincense honey	4.5.5.3.13.1
Frankincense honey	4.5.5.3.15.1
Frankincense honey	4.5.5.3.19.3
Frankincense infusion	4.5.5.3.20.5
Frankincense resin	3.3.3.1.18.1
Frankincense resin	3.3.3.1.19.6
Frankincense resin	3.6.1.5.18.4
Frankincense resin	3.6.1.5.19.5
Frankincense resin	4.5.5.3.19.1
Frankincense resin	4.5.5.3.8.5
Frankincense smoke	3.3.1.5.24.4
Frankincense smoke	3.3.3.1.24.2
Frankincense smoke	3.6.1.5.24.3
Frankincense smoke	4.5.5.3.24.5
Frankincense water	4.5.5.3.19.2
Frankovka	2.5.5.2.18.13
Frankovka	2.5.5.2.20.19
Frankovka	2.5.5.2.3.32
Frankovka	2.6.3.2.20.4
Frankovka blue grapes, Frankovka blue grapes, Frankovka modrá grapes	2.5.6.1.18.22
Frankovka blue, Frankovka blue, Frankovka modrá	2.5.6.1.16.20
Frankovka blue, Frankovka blue, Frankovka modrá	2.5.6.1.20.14
Frankovka blue, Frankovka blue, Frankovka modrá	2.5.6.1.3.26
Frankovka blue, Frankovka blue, Frankovka modrá	2.5.6.2.20.19
Frankovka blue, Frankovka blue, Frankovka modrá	2.5.6.2.3.27
Frankovka grapes	2.5.5.2.18.31
Franquette walnuts	2.3.4.4.5.5
Franquette walnuts	2.3.5.3.5.4
Fransi grapes	4.4.2.2.3.18
Frantoio olive oil	9.2.2.3.10.2
Frantoio olive oil	9.2.2.4.10.2
Frantoio olives	2.6.7.4.3.2
Frantoio olives	9.2.2.4.3.35
Frantoio olives	9.2.3.1.3.21
Frantzes Sagarra	2.2.3.2.3.12
Franzbrötchen cinnamon sugar	2.5.1.4.18.25
Franzbrötchen, Franzbrötchen, Franzbrötchen	2.5.1.4.18.11
Frappato	2.4.6.2.20.29
Frappe	2.3.6.4.18.14
frappe	2.7.1.1.20.7
Frascati DOC	2.4.4.2.20.9
Frascati Superiore DOCG	2.4.4.1.20.4
Frascati Superiore DOCG	2.4.4.2.20.1
frascos esterilizados	1.3.7.5.23.3
Frattula salami, Frattula salami, salame di Frattula	2.4.3.3.14.5
Frattula salami, Frattula salami, salame di Frattula	2.4.3.3.6.20
Frecinette banana, Frecinette banana, Banane frécinette	1.4.9.1.3.4
frecklefin eel	7.1.6.2.6.14
freddo espresso	2.7.1.1.20.8
free range chicken	7.1.7.2.6.10
free range chicken egg, free range chicken egg, huevo de gallina campera	2.2.2.4.6.7
free range chicken, free range chicken, pollo de corral	1.6.2.1.6.3
free range hen, free range hen, gallina de corral	2.2.4.2.6.7
free range pork	2.1.1.5.6.3
free range turkey	2.1.2.1.6.13
free-range beef	9.2.2.2.6.1
free-range chicken	2.6.2.1.6.8
free-range chicken	2.6.2.2.6.9
free-range chicken	6.2.1.2.6.22
free-range chicken	6.2.1.4.6.14
free-range chicken	6.2.2.2.6.11
free-range chicken	6.2.3.3.6.9
free-range chicken	6.2.3.4.6.21
free-range chicken	6.2.4.2.6.12
free-range chicken	6.2.4.4.6.31
free-range chicken	7.1.8.3.6.13
free-range chicken	7.3.4.3.6.15
free-range chicken	9.2.2.2.6.8
free-range chicken	9.2.3.2.6.7
free-range chicken with green papaya, free-range chicken with green papaya, galinha caipira com mamão verde	1.7.5.2.18.8
free-range duck	6.2.4.1.6.11
free-range duck	6.2.4.3.6.4
Free-range eggs	2.2.8.1.6.21
Free-range eggs	9.1.2.2.6.19
Free-range eggs	9.1.2.3.6.14
Free-range eggs	9.1.3.3.6.19
Free-range eggs	9.1.4.1.6.14
free-range eggs	2.3.9.2.6.13
free-range eggs	9.2.2.3.6.22
free-range eggs	9.2.2.4.6.23
free-range eggs	9.2.3.1.6.6
free-range eggs	9.2.3.2.6.8
free-range eggs	9.2.3.3.6.17
free-range eggs	9.2.3.4.6.7
free-range pork	7.1.8.3.6.3
free-range young chicken	7.3.3.3.6.1
Freekeh	3.2.1.2.1.9
Freekeh	3.2.1.2.18.2
Freekeh	4.5.2.2.1.9
Freekeh	4.5.2.2.18.3
freekeh	4.3.1.1.1.7
freekeh	4.3.1.2.1.9
freekeh	4.3.1.3.1.9
freekeh	4.3.1.4.1.6
freekeh	4.3.1.5.1.6
freekeh	4.3.2.1.1.7
freekeh	4.3.2.2.1.7
freekeh	4.3.2.3.1.6
freekeh	4.3.2.4.1.8
freekeh	4.3.2.5.1.7
freekeh	4.3.2.5.18.2
freekeh	4.3.3.1.1.10
freekeh	4.3.3.3.1.7
freekeh	4.3.3.3.18.6
freekeh	4.3.4.1.1.6
freekeh	4.3.4.2.1.7
freekeh	4.3.4.3.1.6
freekeh	4.3.4.4.1.6
freekeh	4.3.5.1.1.6
freekeh	4.3.5.2.1.7
freekeh	4.3.5.3.1.6
freekeh	4.3.5.3.18.1
freekeh	4.3.5.5.1.7
freekeh	4.4.4.1.1.8
freeze-dried boysenberry	9.2.3.4.17.3
Freeze-dried cheese	2.9.8.2.14.11
Freeze-dried cheese	2.9.8.2.18.6
Freeze-dried cucumbers	2.9.8.2.14.10
Freeze-dried cucumbers in chocolate	2.9.8.2.18.3
freeze-dried raspberry powder	9.2.3.4.17.2
freeze-dried tofu	6.7.4.4.11.9
fregula cooking water, fregula cooking water, acqua di cottura della fregula	2.4.7.1.16.10
fregula cooking water, fregula cooking water, acqua di cottura della fregula	2.4.7.2.16.11
fregula cooking water, fregula cooking water, acqua di cottura della fregula	2.4.7.4.16.9
fregula sarda	2.4.7.1.1.9
fregula sarda	2.4.7.2.1.8
fregula sarda	2.4.7.3.1.10
fregula sarda	2.4.7.4.1.6
fregula with arselle, fregula with arselle, fregula con arselle	2.4.7.4.18.3
Freisa	2.4.1.1.20.5
Freisinger Landweizen	2.5.2.1.1.6
Freixerana apple, Freixerana apple, mazá Freixerana	2.2.2.1.3.18
frejol	1.6.1.2.4.1
frejol	1.6.2.1.4.5
frejol	1.6.5.2.4.1
frejol amarillo	1.6.1.3.4.7
frejol castizo	1.6.1.3.4.4
frejol caupí, frejol caupí, frejol caupí	1.6.5.2.4.2
frejol negro	1.6.1.3.4.5
frejol rojo	1.6.1.3.4.6
fremont	2.2.1.5.3.16
French bean	5.2.3.1.2.21
French bean	5.2.3.2.2.16
French bean	5.5.5.4.4.3
French bean	5.5.5.6.2.17
French bean	5.5.5.6.4.3
French beans	3.4.7.2.2.16
French beans	3.6.1.2.2.8
French beans	3.6.1.2.4.7
French beans	3.6.1.3.2.9
French beans	3.6.1.3.4.7
French beans	3.6.2.3.2.15
French beans	3.6.2.3.4.8
French beans	3.6.3.3.2.22
French beans	3.6.4.1.2.20
French beans	3.6.4.2.2.17
French beans	3.6.4.3.2.20
French beans	3.6.4.4.2.20
French beans	3.6.5.2.2.21
French beans	5.2.3.4.2.18
French beans	5.3.1.2.2.4
French beans	5.3.1.3.2.14
French beans	5.3.1.3.4.8
French beans	5.3.3.1.2.4
French beans	5.4.3.1.2.24
French beans	5.5.5.2.2.7
French beans	5.5.5.2.4.1
French beans	5.7.1.1.2.10
French beans	5.7.1.2.2.11
French beans	5.7.1.4.2.13
French beans	5.7.3.1.2.23
French beans	5.7.3.1.4.6
French beans	5.7.3.2.2.17
French beans	5.7.3.3.2.18
French beans	5.7.3.3.4.4
French beans	5.7.3.4.2.18
French beans	7.2.1.3.2.27
French beans	7.2.1.3.4.2
French beans	7.2.2.2.2.10
French beans	9.2.3.2.4.5
french beans	9.2.2.1.4.5
French beans, French beans, judías verdes	2.2.6.3.2.20
French bread comiteco, French bread comiteco, pan francés comiteco	1.2.7.4.1.7
French Bread, French Bread, Pan francés	1.3.3.2.1.16
French Bread, French Bread, Pan francés	1.3.3.3.1.15
French Bread, French Bread, Pan francés	1.3.3.4.1.14
French Bread, French Bread, Pan francés	1.8.1.1.1.11
French Bread, French Bread, Pan francés	1.8.1.2.1.13
French Bread, French Bread, Pan francés	1.8.2.1.1.12
French bread, French bread, pan francés	1.6.1.2.1.12
French greengage	9.2.3.2.3.17
French oak barrel, French oak barrel, barrica de roble francés	1.2.1.1.24.3
French plum	6.4.4.2.3.6
French shallots	1.1.13.2.9.4
French tarragon	2.9.4.2.7.11
French tarragon	2.9.6.2.7.7
French tarragon	9.2.3.3.7.4
Fresa	1.4.3.3.3.1
Fresa	1.5.1.1.3.5
Fresa	1.5.3.1.3.15
Fresa	1.5.3.3.3.1
fresa	1.2.1.1.3.5
fresa	1.2.2.2.3.1
fresa	1.2.2.3.3.2
fresa	1.2.2.4.3.12
fresa	1.3.3.1.3.18
fresa	1.3.4.1.3.14
fresa	1.3.7.5.3.1
fresa	2.4.7.1.11.9
fresa	2.4.7.2.11.11
fresas frescas	1.3.7.5.17.5
fresco from São Joaquim, fresco from São Joaquim, frescal de São Joaquim	1.7.5.4.14.2
fresco from São Joaquim, fresco from São Joaquim, frescal de São Joaquim	1.7.5.4.18.9
fresco from São Joaquim, fresco from São Joaquim, frescal de São Joaquim	1.7.5.4.6.8
frese bianche	2.4.5.4.1.18
frese integrali	2.4.5.4.1.19
fresella beneventana	2.4.5.1.1.16
fresella napoletana	2.4.5.1.1.15
fresh air drying	2.6.1.1.24.4
fresh alkaline noodles	6.2.3.3.1.9
fresh alkaline noodles	6.2.3.4.1.9
fresh alkaline wheat noodles	6.4.1.2.1.5
fresh alkaline wheat noodles	6.4.1.3.1.5
fresh allspice	4.1.5.3.8.7
Fresh aloe, Fresh aloe, Aloe vaombe	3.8.1.4.19.6
fresh Anari	2.7.3.2.11.13
fresh anari	2.7.3.1.11.4
Fresh angelica	6.5.2.3.19.2
Fresh angelica	6.5.2.3.2.12
Fresh angelica	6.5.2.3.7.3
Fresh angelica	6.5.2.3.9.6
fresh apple juice	2.3.9.1.16.2
Fresh baker's yeast	2.3.1.3.22.1
fresh bamboo shoots	6.2.4.1.2.2
fresh bamboo shoots	6.2.4.3.2.1
fresh bamboo shoots	6.2.4.4.2.25
fresh bamboo shoots	6.4.3.2.2.6
fresh bamboo shoots	6.4.3.3.2.7
fresh bamboo shoots	7.1.7.2.2.1
Fresh banana	3.3.1.5.17.1
Fresh basil	1.3.1.4.7.5
fresh basil	4.2.1.3.17.5
fresh basil	4.2.2.1.17.3
fresh basil	4.2.2.3.17.3
fresh basil	4.2.3.1.17.6
fresh basil	4.2.3.5.17.4
fresh Batang chili	6.4.1.4.2.17
Fresh beans	1.3.4.1.4.4
Fresh beans	1.3.5.2.4.3
Fresh beans	3.3.1.3.2.14
fresh beans	2.6.2.1.4.4
fresh beans	4.1.1.2.2.4
fresh beans	4.1.1.3.2.11
fresh beans	4.1.2.2.2.13
fresh beans	4.1.3.2.2.19
fresh beans	4.1.3.3.2.22
fresh beans	4.1.4.1.2.13
fresh beans	4.1.4.3.2.6
Fresh berries	9.1.2.2.17.7
Fresh berries	9.1.6.2.17.6
fresh berries	1.1.13.5.17.5
fresh bird's eye chili	3.7.7.3.17.3
fresh bird's eye chili	6.4.1.3.9.10
fresh bird's eye chili	6.4.2.3.9.7
fresh bird's eye chili	6.4.2.4.2.5
fresh bird's eye chilies	7.1.3.1.8.3
fresh bird's eye chilies	7.1.3.3.9.6
fresh bird's eye chilies	7.1.3.4.8.3
fresh bird's eye chilies	7.1.4.1.8.3
fresh bird's eye chilies	7.1.5.2.8.3
fresh bird's eye chilies	7.1.5.3.8.3
fresh bird's eye chilies	7.1.6.1.8.4
fresh bird's eye chilies	7.1.6.2.8.4
fresh bird's eye chilies	7.1.6.3.8.3
fresh bird's eye chilies	7.1.6.4.8.3
fresh black-eyed peas	4.1.2.1.4.1
fresh blueberries	1.1.14.4.17.3
fresh blueberries	1.1.14.5.17.6
fresh blueberries	2.1.2.3.17.6
fresh blueberries	6.2.4.4.3.2
fresh bread	2.6.9.4.1.9
fresh bread	2.8.2.1.1.10
fresh bread	2.8.2.3.1.9
Fresh broad beans	2.2.7.5.2.11
Fresh broad beans	2.2.7.5.4.4
Fresh broad beans	2.2.8.1.4.5
Fresh broad beans	2.3.6.3.4.5
fresh broad beans	2.7.2.5.4.5
fresh broad beans	2.7.3.1.4.6
fresh broad beans	4.1.2.1.2.12
fresh broad beans	4.1.2.1.4.3
fresh broad beans	4.1.5.1.2.20
fresh broad beans	4.1.5.2.2.18
fresh broad beans	4.1.5.3.2.17
fresh broad beans	4.1.5.4.2.12
fresh broad beans	4.4.2.3.4.4
fresh broad beans	4.6.1.2.4.1
fresh broad beans	4.6.2.1.4.2
fresh broad beans	6.2.3.2.2.13
fresh broad beans	6.2.3.3.2.15
fresh broad beans	6.2.4.2.2.25
Fresh brocciu	2.3.6.4.11.7
Fresh brocciu	2.3.6.4.6.3
fresh buffalo cheese, fresh buffalo cheese, queijo frescal de búfala	1.7.6.4.11.11
fresh buffalo milk	4.4.3.2.19.10
Fresh bush, Fresh bush, Brousse fraîche	2.3.6.2.11.7
Fresh bush, Fresh bush, Brousse fraîche	2.3.6.3.11.7
Fresh bush, Fresh bush, Brousse fraîche	2.3.6.4.11.12
fresh butter	2.6.7.3.10.2
fresh butter	2.7.2.2.10.4
fresh butter	3.1.2.2.10.3
fresh butter	3.1.2.2.11.8
fresh butter	5.2.2.4.10.1
fresh butter	5.2.2.4.11.9
fresh butter	5.2.2.4.17.2
fresh cacao pulp	1.3.2.3.18.12
fresh camel milk cheese	3.1.1.4.11.2
Fresh carambola, Fresh carambola, Fresco de carambola	1.3.1.2.20.6
Fresh cashew jocote, Fresh cashew jocote, Fresco de jocote de marañón	1.3.1.2.20.7
Fresh cashew kernels	5.4.3.1.5.2
Fresh cashew kernels	5.4.3.2.18.5
Fresh cashew kernels	5.4.3.2.5.2
Fresh cashew kernels	5.4.3.3.5.2
fresh cashew, fresh cashew, Fresco de marañón	1.3.3.3.20.7
fresh cashew, fresh cashew, Fresco de marañón	1.3.3.4.20.7
fresh cassava, fresh cassava, fresco de yuca	1.3.6.4.20.16
fresh cayenne pepper	3.7.8.1.17.3
fresh chaya, fresh chaya, Fresco de chaya	1.3.1.3.20.4
fresh chaya, fresh chaya, fresco de chaya	1.3.1.3.20.18
Fresh cheese	1.3.1.3.11.2
