1.3.2 Belize	2.2.1.3.24.12
black pepper, black pepper, pimenta-do-reino	1.7.1.3.8.3
black pepper, black pepper, pimenta-do-reino	1.7.2.1.8.4
black pepper, black pepper, pimenta-do-reino	1.7.2.2.8.5
black pepper, black pepper, pimenta-do-reino	1.7.2.3.8.4
black pepper, black pepper, pimenta-do-reino	1.7.2.4.8.4
black pepper, black pepper, pimenta-do-reino	1.7.3.1.8.3
black pepper, black pepper, pimenta-do-reino	1.7.3.2.8.3
black pepper, black pepper, pimenta-do-reino	1.7.3.3.8.1
black pepper, black pepper, pimenta-do-reino	1.7.4.1.8.2
black pepper, black pepper, pimenta-do-reino	1.7.4.2.8.1
black pepper, black pepper, pimenta-do-reino	1.7.4.3.8.1
black pepper, black pepper, pimenta-do-reino	1.7.4.4.8.1
black pepper, black pepper, pimenta-do-reino	1.7.5.1.8.1
black pepper, black pepper, pimenta-do-reino	1.7.5.2.8.1
black pepper, black pepper, pimenta-do-reino	1.7.5.3.8.1
black pepper, black pepper, pimenta-do-reino	1.7.5.4.8.1
black pepper, black pepper, pimenta-do-reino	1.7.6.2.8.3
Black peppercorns	3.6.2.2.18.4
Black peppercorns	3.8.1.2.5.5
Black peppercorns	5.4.2.3.8.8
Black peppercorns	5.4.2.4.8.8
Black peppercorns	5.4.3.1.8.8
Black peppercorns	5.4.3.2.8.6
Black peppercorns	5.4.3.3.8.6
Black peppercorns	7.4.1.1.8.2
Black peppercorns	7.4.1.2.8.1
Black peppercorns	7.4.1.5.8.1
black peppercorns	1.3.2.4.8.15
black peppercorns	6.6.1.1.8.2
black peppercorns	7.1.4.2.8.5
black peppercorns	7.2.1.1.8.13
black peppercorns	9.2.2.2.8.4
Black pie from the Basque Country pork, Black pie from the Basque Country pork, Pie noir du Pays Basque pork	2.3.4.2.6.2
Black pig	2.2.8.2.6.30
black pig	7.1.7.2.6.1
black pig feathers, black pig feathers, plumas de porco preto	2.2.1.4.6.5
black pig secrets, black pig secrets, secretos de porco preto	2.2.1.4.6.4
black pig tusks, black pig tusks, presas de porco preto	2.2.1.4.6.6
black pine firewood, black pine firewood, llenya de pi negre	2.2.5.4.24.2
Black plum	9.1.1.2.3.14
black plum	4.1.3.3.3.4
black pomace grape, black pomace grape, raïm picapoll negre	2.2.5.3.3.16
Black pomfret	5.4.1.1.6.2
Black pomfret	5.4.1.4.6.2
Black pomfret	5.4.2.1.6.3
Black pomfret	5.4.3.2.6.2
Black pomfret	5.4.3.3.6.2
Black pomfret	5.6.2.1.6.2
Black pomfret	5.6.2.2.6.8
Black pomfret	5.6.3.1.6.6
black pomfret	5.2.2.1.6.11
black poppy paste	4.1.2.2.13.3
black poppy seeds	4.1.2.2.5.3
Black pork	6.5.2.3.6.20
black pork	6.3.5.4.6.2
black pork abanicos, black pork abanicos, abanicos de porco preto	2.2.1.4.6.7
black pork belly	6.3.5.3.6.2
black pork belly	6.6.3.1.6.2
black pork belly	6.6.3.2.6.2
black pork miso	6.7.6.4.13.6
black pork neck	6.6.3.1.6.3
black pork neck	6.6.3.2.6.3
Black pork sobrasada, Black pork sobrasada, Sobrasada de porc negre	2.2.8.1.14.2
black potato	6.4.1.2.1.18
Black pottery pot	5.5.5.3.23.5
black pudding	2.1.1.1.14.15
black pudding	2.1.1.1.6.8
black pudding	2.1.2.1.6.10
black pudding	2.1.2.2.6.8
black pudding	2.3.9.1.6.4
black pudding	2.8.5.1.14.10
black pudding	2.8.5.1.6.9
black pudding	9.2.3.4.14.7
black pudding	9.2.3.4.6.18
black pudding cooking broth, black pudding cooking broth, caldo de cocción de morcillas	2.2.4.1.16.5
black pudding from Estremoz and Borba PGI, black pudding from Estremoz and Borba PGI, morcela de Estremoz e Borba IGP	2.2.1.4.14.10
black pudding from Estremoz and Borba PGI, black pudding from Estremoz and Borba PGI, morcela de Estremoz e Borba IGP	2.2.1.4.6.18
black pudding from Monchique, black pudding from Monchique, morcela de carne de Monchique	2.2.1.5.14.8
black pudding from Monchique, black pudding from Monchique, morcela de carne de Monchique	2.2.1.5.6.3
black pudding skins	2.1.2.4.23.2
Black pumpkin	7.5.1.4.18.2
Black radish	2.5.3.1.18.22
Black radish	2.5.3.1.19.13
Black radish	2.5.3.1.2.42
Black radish	2.5.3.2.18.27
Black radish	2.5.3.2.19.16
Black radish	2.5.4.1.19.14
Black radish	2.5.4.1.2.42
Black radish	2.5.4.2.19.16
Black radish	2.5.4.2.2.38
Black radish	2.5.4.3.2.48
Black radish	2.5.4.4.19.14
Black radish	2.5.4.4.2.36
Black radish	2.5.5.1.19.17
Black radish	2.5.5.1.2.53
Black radish	2.5.5.2.19.17
Black radish	2.5.5.2.2.53
Black radish	2.5.5.3.19.15
Black radish	2.5.5.3.2.29
Black radish	2.5.6.1.19.19
Black radish	2.5.6.1.2.61
Black radish	2.5.6.2.19.15
Black radish	2.5.6.2.2.50
Black radish	2.5.6.3.19.16
black radish	4.1.1.1.2.24
black radish	8.2.1.1.2.7
black radish	8.2.1.3.2.12
black radish, black radish, černá ředkev	2.5.5.1.2.22
black radish, black radish, černá ředkev	2.5.5.2.2.22
black radish, black radish, čierna reďkev	2.5.6.1.2.31
black radish, black radish, čierna reďkev	2.5.6.2.2.19
black radish, black radish, čierna reďkev	2.5.6.3.2.25
Black raisins	4.5.4.3.17.2
Black raisins	4.5.4.3.3.8
black raisins	4.2.3.1.14.12
black raisins	4.2.3.1.18.11
black raisins	5.1.1.2.14.6
black raisins	5.1.1.2.15.1
black raisins	5.1.1.2.17.4
Black raspberries	1.1.3.1.18.5
Black raspberries	1.1.3.1.3.5
Black raspberries	1.1.4.4.3.21
black raspberries	1.1.11.1.3.6
black raspberries	1.1.6.1.3.14
black raspberries	1.1.6.2.3.9
black raspberries	1.1.6.3.3.10
black raspberries	1.1.6.4.3.18
black raspberries	1.1.6.5.3.10
black raspberries	1.1.6.6.3.7
black raspberries	1.1.7.1.3.11
black raspberries	1.1.7.5.3.9
black raspberries	6.6.2.2.18.5
black raspberries	6.6.2.2.19.4
black raspberries	6.6.2.2.3.5
Black recado	1.3.2.2.8.1
Black recado	1.3.2.4.8.8
black recado	1.3.2.1.8.16
black recado	1.3.2.2.18.11
black recado	1.3.2.2.8.15
black recado	1.3.2.3.8.20
black recado	1.3.2.4.18.17
black recado	1.3.2.4.8.13
Black recado blocks	1.3.2.2.18.2
Black recado blocks	1.3.2.4.14.10
Black recado paste	1.3.2.2.13.1
Black recado paste	1.3.2.3.13.2
Black recado paste	1.3.2.4.13.1
black recado paste	1.3.2.1.13.9
black recado paste	1.3.2.2.13.13
black recado paste	1.3.2.3.13.13
black recado paste	1.3.2.4.13.11
Black rice	5.5.5.3.1.4
Black rice	5.5.5.5.1.5
black rice vinegar	6.2.1.1.12.2
black rice vinegar	6.2.1.2.12.2
black rice vinegar	6.2.1.3.12.2
black rice vinegar	6.2.2.1.12.2
black rice vinegar	6.2.2.2.12.2
black rice vinegar	6.2.3.1.12.3
black rice vinegar	6.2.3.2.12.2
black rice vinegar	6.2.3.3.12.2
black rice vinegar	6.2.3.4.12.2
black rice vinegar	6.2.4.1.12.2
black rice vinegar	6.2.4.2.12.3
black rice vinegar	6.2.4.3.12.2
black rice vinegar	6.2.4.4.12.2
black rice vinegar	6.3.1.1.12.3
black rice vinegar	6.3.1.2.12.3
black rice vinegar	6.3.1.3.12.2
black rice vinegar	6.3.1.4.12.2
black rice vinegar	6.3.2.1.12.2
black rice vinegar	6.3.2.4.12.3
black rice vinegar	6.3.4.1.12.3
black risotto	2.6.6.1.18.9
black rockfish	1.1.11.1.6.9
Black rye bread	2.9.8.2.1.6
black sage	1.1.10.4.18.12
black sage	1.1.10.4.19.4
black sage	1.1.10.4.7.8
Black salsify	2.9.3.3.2.7
Black salsify	2.9.4.1.2.9
black salsify	2.3.9.1.2.32
black salsify	2.3.9.2.2.14
Black salt	5.3.1.1.21.3
Black salt	5.3.1.2.21.2
Black salt	5.3.1.4.21.3
Black salt	5.3.2.1.21.2
Black salt	5.3.2.2.21.2
Black salt	5.3.2.3.21.2
Black salt	5.3.3.1.17.9
Black salt	5.3.3.1.19.9
Black salt	5.3.3.1.21.2
Black salt	5.3.3.2.17.9
Black salt	5.3.3.2.21.2
Black salt	5.3.3.3.17.8
Black salt	5.3.3.3.19.10
Black salt	5.3.3.3.21.2
Black salt	5.3.3.4.17.7
Black salt	5.3.3.4.19.8
Black salt	5.3.3.4.21.2
Black salt	5.3.4.1.17.8
Black salt	5.3.4.1.21.2
Black salt	5.3.4.2.17.8
Black salt	5.3.4.2.21.2
Black salt	5.3.4.3.17.8
Black salt	5.3.4.3.21.2
Black salt	5.3.4.4.17.8
Black salt	5.3.4.4.21.2
Black salt	5.3.5.2.17.8
Black salt	5.3.5.2.19.10
Black salt	5.3.5.2.21.2
Black salt	5.3.5.3.21.2
Black salt	5.3.5.4.19.10
Black salt	5.4.1.1.21.3
Black salt	5.4.1.2.21.3
Black salt	5.4.1.3.21.3
Black salt	5.4.1.4.21.3
Black salt	5.4.2.1.21.4
Black salt	5.4.2.2.21.3
Black salt	5.4.2.3.21.3
Black salt	5.4.2.4.21.3
Black salt	5.4.3.1.21.3
Black salt	5.4.3.2.21.3
Black salt	5.4.3.3.21.4
Black salt	5.4.4.1.21.3
Black salt	5.4.4.2.21.3
Black salt	5.4.4.3.21.3
Black salt	5.4.4.4.21.3
Black salt	5.4.5.1.21.3
Black salt	5.4.5.3.21.3
Black salt	5.5.1.3.21.2
Black salt	5.5.2.4.21.2
Black salt	5.5.5.2.21.2
Black salt	5.5.5.3.21.2
Black salt	5.5.5.4.21.2
Black salt	5.5.5.5.21.2
Black salt	5.5.5.6.21.2
Black salt	5.7.1.1.21.2
Black salt	5.7.1.2.21.2
Black salt	5.7.1.3.21.2
Black salt	5.7.1.4.21.3
Black salt	5.7.3.2.21.2
Black salt	5.7.3.4.21.3
black salt	5.1.3.2.21.3
black salt	5.2.1.1.21.2
black salt	5.2.1.2.21.3
black salt	5.2.1.3.21.3
black salt	5.2.1.4.21.2
black salt	5.2.2.1.21.3
black salt	5.2.2.2.21.2
black salt	5.2.2.3.21.2
black salt	5.2.3.1.21.2
black salt	5.2.3.2.21.2
black salt	5.2.3.3.21.2
black salt	5.2.3.4.21.2
black salt	5.2.4.1.21.2
black salt	5.2.4.2.21.3
black salt from Sacapulas, black salt from Sacapulas, sal negra de Sacapulas	1.3.1.5.18.13
black salt from Sacapulas, black salt from Sacapulas, sal negra de Sacapulas	1.3.1.5.21.5
Black sausage, Black sausage, Botifarró negre	2.2.8.2.14.5
Black Sea anchovy	4.2.1.4.6.1
Black sea bass	1.1.1.1.6.22
Black sea bass	1.1.1.4.6.16
Black sea bass	1.1.2.1.6.18
Black sea bass	1.1.2.3.6.12
Black sea bass	1.1.2.4.6.13
Black sea bass	1.1.3.1.6.14
Black sea bass	1.1.3.3.6.15
Black Sea lye	2.8.5.4.19.7
Black Sea mussels	2.8.2.3.6.2
Black Sea mussels	2.8.5.4.6.1
Black Sea red mullet	4.2.1.4.6.5
Black Sea turbot	4.2.1.4.6.6
black seabream	4.4.3.1.6.20
Black seed	3.3.2.3.8.10
Black seed	4.5.1.2.8.6
black seed	4.4.2.1.19.4
black seed	4.4.2.2.19.4
black seed	4.4.2.3.19.7
black seed	4.6.1.3.18.9
black seed	4.6.1.3.19.1
black seed	4.6.1.3.8.7
black seed	5.1.3.3.19.4
black seed	5.1.3.3.5.6
black seed	5.1.3.3.8.7
Black seeds	4.5.1.2.17.2
Black seeds	4.5.1.2.5.2
Black seeds	4.5.3.1.17.4
Black seeds	4.5.3.1.19.4
Black seeds	4.5.3.1.5.1
Black seeds	4.5.3.1.8.7
black seeds	4.6.1.3.5.7
black Sengoku soybeans	6.7.1.1.18.9
black Sengoku soybeans	6.7.1.1.4.3
black Sengoku soybeans	6.7.1.1.5.4
Black sesame	5.5.5.3.5.1
Black sesame	5.5.5.3.8.8
Black sesame	5.5.5.4.5.2
Black sesame	5.5.5.4.8.11
Black sesame	5.5.5.5.5.2
Black sesame	5.5.5.5.8.11
Black sesame	5.5.5.6.5.2
Black sesame	5.5.5.6.8.10
Black sesame	6.5.1.1.5.2
Black sesame	6.5.1.2.5.4
Black sesame	6.5.1.3.17.4
Black sesame	6.5.1.3.5.3
Black sesame	6.5.2.2.5.3
Black sesame	6.5.2.3.17.3
Black sesame	6.5.2.3.5.4
Black sesame	6.5.2.4.17.5
Black sesame	6.5.2.4.5.3
Black sesame	6.5.3.2.17.4
Black sesame	6.5.3.2.5.3
black sesame	2.7.2.2.5.6
black sesame	6.3.1.1.5.2
black sesame	6.3.1.2.5.2
black sesame	6.3.1.3.5.2
black sesame	6.3.1.4.5.3
black sesame	6.3.2.1.5.2
black sesame	6.3.2.2.5.2
black sesame	6.3.2.3.5.4
black sesame	6.3.2.4.5.3
black sesame	6.3.3.1.5.2
black sesame	6.3.3.2.5.3
black sesame	6.3.3.3.5.2
black sesame	6.3.3.4.5.2
black sesame	6.3.4.1.5.2
black sesame	6.3.4.2.5.3
black sesame	6.3.4.3.5.4
black sesame	6.3.5.1.5.2
black sesame	6.3.5.3.5.2
black sesame	6.3.5.4.5.2
black sesame	6.7.3.1.5.2
black sesame	6.7.3.2.5.4
black sesame	6.7.4.1.5.4
black sesame	6.7.4.2.5.3
black sesame	6.7.4.2.8.12
black sesame	6.7.4.4.5.3
black sesame	6.7.5.1.5.5
black sesame	6.7.5.2.5.9
black sesame	6.7.5.3.5.2
black sesame	6.7.6.1.5.2
black sesame	6.7.6.2.5.4
black sesame	6.7.6.3.5.2
black sesame	6.7.6.3.8.5
black sesame	6.7.6.4.17.6
black sesame	6.7.6.4.5.2
black sesame	6.7.6.4.8.9
black sesame	6.7.6.5.5.4
black sesame	6.7.6.5.8.6
black sesame	6.7.7.1.5.2
black sesame	6.7.7.2.5.2
black sesame	7.1.2.2.17.6
black sesame	7.1.7.2.5.4
black sesame	7.1.8.1.5.4
black sesame	7.1.8.2.5.5
black sesame	7.1.8.4.5.4
black sesame	7.1.9.1.5.5
black sesame	7.1.9.2.5.5
black sesame	7.1.9.3.5.5
black sesame oil	7.1.2.3.10.1
black sesame oil	7.1.2.3.18.9
black sesame paste	6.3.2.2.13.3
Black sesame powder	5.5.5.3.17.4
Black sesame seeds	5.4.1.2.5.5
Black sesame seeds	5.4.2.2.5.4
Black sesame seeds	5.4.2.3.5.5
Black sesame seeds	5.4.2.4.5.4
Black sesame seeds	5.4.3.1.5.6
Black sesame seeds	5.4.3.2.5.6
Black sesame seeds	5.4.3.3.5.6
Black sesame seeds	5.4.4.4.5.4
Black sesame seeds	5.4.5.1.5.4
Black sesame seeds	5.4.5.2.5.4
Black sesame seeds	5.4.5.3.5.4
Black sesame seeds	5.6.1.1.5.9
Black sesame seeds	5.6.1.2.5.9
Black sesame seeds	5.6.1.3.5.9
Black sesame seeds	5.6.2.1.5.7
Black sesame seeds	5.6.2.2.5.7
Black sesame seeds	5.6.2.3.5.6
Black sesame seeds	5.6.2.4.5.7
Black sesame seeds	5.6.2.5.5.7
Black sesame seeds	5.6.3.1.5.8
Black sesame seeds	5.6.3.2.5.7
Black sesame seeds	5.6.3.3.5.7
Black sesame seeds	5.6.3.4.5.4
Black sesame seeds	5.6.4.1.5.9
Black sesame seeds	5.6.4.2.5.7
Black sesame seeds	5.6.4.3.5.4
Black sesame seeds	5.6.5.1.5.4
Black sesame seeds	5.6.5.2.5.4
Black sesame seeds	5.6.5.3.5.4
Black sesame seeds	5.7.1.2.5.2
black sesame seeds	2.7.3.2.5.5
black sesame seeds	6.1.1.2.5.2
black sesame seeds	6.1.1.3.17.5
black sesame seeds	6.1.1.3.5.4
black sesame seeds	6.1.2.2.17.5
black sesame seeds	6.1.2.2.5.5
black sesame seeds	6.1.2.3.17.5
black sesame seeds	6.1.2.3.5.5
black sesame seeds	6.1.3.2.5.8
black sesame seeds	6.1.3.3.5.9
black sesame seeds	6.1.3.4.5.5
black sesame seeds	6.1.4.1.5.3
black sesame seeds	6.1.4.2.5.4
black sesame seeds	6.1.4.3.5.7
black sesame seeds	6.1.4.4.5.7
black sesame seeds	6.2.1.1.5.5
black sesame seeds	6.2.1.2.5.1
black sesame seeds	6.2.1.3.5.8
black sesame seeds	6.2.1.4.5.5
black sesame seeds	6.2.2.1.5.2
black sesame seeds	6.2.2.2.5.5
black sesame seeds	6.2.3.1.5.6
black sesame seeds	6.2.3.2.5.3
black sesame seeds	6.2.3.3.5.6
black sesame seeds	6.2.3.4.5.5
black sesame seeds	6.2.4.1.5.5
black sesame seeds	6.2.4.2.5.3
black sesame seeds	6.2.4.3.5.6
black sesame seeds	6.2.4.4.5.6
black sesame seeds	6.4.1.1.5.3
black sesame seeds	6.4.1.2.5.3
black sesame seeds	6.4.1.3.5.3
black sesame seeds	6.4.2.1.5.4
black sesame seeds	6.4.2.2.5.6
black sesame seeds	6.4.2.3.5.5
black sesame seeds	6.4.2.4.5.4
black sesame seeds	6.4.3.1.5.3
black sesame seeds	6.4.3.2.5.5
black sesame seeds	6.4.3.3.5.5
black sesame seeds	6.4.4.1.5.9
black sesame seeds	6.4.4.3.5.5
black sesame seeds	6.4.4.4.5.5
black sesame seeds	6.4.5.1.5.6
black sesame seeds	6.4.5.2.5.6
black sesame seeds	6.4.5.3.5.4
black sesame seeds	6.4.5.4.5.5
black sesame seeds	6.6.2.1.5.6
black sesame seeds	6.6.2.2.5.2
black sesame seeds	6.6.2.3.5.3
black sesame seeds	6.6.2.4.5.5
black sesame seeds	6.6.2.5.5.5
black sesame seeds	6.6.3.1.5.2
black sesame seeds	6.6.3.2.5.2
black sesame seeds	7.1.1.3.17.5
black sesame seeds	7.1.1.3.5.3
black sesame seeds	7.1.1.3.8.7
black sesame seeds	7.1.1.4.5.4
black sesame seeds	7.1.2.1.5.3
black sesame seeds	7.1.2.1.8.18
black sesame seeds	7.1.2.2.5.2
black sesame seeds	7.1.2.3.5.2
black sesame seeds	7.1.3.1.5.7
black sesame seeds	7.1.3.3.5.5
black sesame seeds	7.1.3.4.5.5
black sesame seeds	7.1.4.1.5.6
black sesame seeds	7.1.4.3.5.4
black sesame seeds	7.1.5.2.5.5
black sesame seeds	7.1.5.3.5.5
black sesame seeds	7.1.5.4.5.5
black sesame seeds	7.1.6.1.5.5
black sesame seeds	7.1.6.2.5.5
black sesame seeds	7.1.6.3.5.5
black sesame seeds	7.1.6.4.5.5
black sesame seeds	7.1.6.5.5.5
black sesame seeds	7.2.1.1.5.8
black sesame seeds	7.2.2.2.5.7
black sesame seeds	7.2.4.1.5.9
black sesame seeds	7.2.4.2.5.8
black Slavonian pig meat	2.6.3.2.18.1
black Slavonian pig meat	2.6.3.2.6.1
black soy sauce	6.6.1.1.13.2
Black soybean	5.3.1.4.4.2
Black soybean	5.3.1.4.6.6
black soybean	6.3.1.1.4.2
black soybean	6.3.1.2.4.2
black soybean	6.3.1.3.4.2
black soybean	6.3.1.4.4.2
black soybean	6.3.2.1.4.2
black soybean	6.3.2.2.4.2
black soybean	6.3.2.3.4.2
black soybean	6.3.2.4.4.2
black soybean	6.3.3.1.4.2
black soybean	6.3.3.2.4.2
black soybean	6.3.3.3.4.2
black soybean	6.3.3.4.4.2
black soybean	6.3.4.1.4.2
black soybean	6.3.4.2.4.2
black soybean	6.3.4.3.4.2
black soybean	6.3.5.1.4.2
black soybean	6.3.5.3.4.2
black soybean	6.3.5.4.4.2
Black soybeans	5.7.1.2.18.4
Black soybeans	5.7.1.2.4.6
Black soybeans	5.7.1.3.4.4
Black soybeans	6.5.1.3.4.2
Black soybeans	6.5.2.2.4.2
Black soybeans	6.5.2.4.4.2
Black soybeans	6.5.3.1.4.7
Black soybeans	6.5.3.2.4.4
black soybeans	6.1.1.2.4.4
black soybeans	6.1.1.3.4.3
black soybeans	6.1.2.2.4.3
black soybeans	6.1.2.3.4.3
black soybeans	6.1.3.1.4.3
black soybeans	6.1.3.2.4.3
black soybeans	6.1.3.3.4.4
black soybeans	6.1.3.4.4.3
black soybeans	6.1.4.1.4.3
black soybeans	6.1.4.2.4.3
black soybeans	6.1.4.3.4.3
black soybeans	6.1.4.4.4.2
black soybeans	6.2.1.1.4.2
black soybeans	6.2.1.2.4.2
black soybeans	6.2.1.3.4.2
black soybeans	6.2.1.4.4.2
black soybeans	6.2.2.1.4.2
black soybeans	6.2.3.1.4.2
black soybeans	6.2.3.2.4.2
black soybeans	6.2.3.3.4.2
black soybeans	6.2.3.4.4.2
black soybeans	6.2.4.1.4.2
black soybeans	6.2.4.2.19.7
black soybeans	6.2.4.2.4.2
black soybeans	6.2.4.3.4.2
black soybeans	6.2.4.4.4.2
black soybeans	6.4.1.1.4.2
black soybeans	6.4.1.2.4.2
black soybeans	6.4.1.3.4.2
black soybeans	6.4.1.4.4.2
black soybeans	6.4.2.1.4.2
black soybeans	6.4.2.2.4.3
black soybeans	6.4.2.3.4.2
black soybeans	6.4.2.4.4.2
black soybeans	6.4.3.1.4.2
black soybeans	6.4.3.2.4.2
black soybeans	6.4.3.3.4.2
black soybeans	6.4.5.1.4.5
black soybeans	6.4.5.2.4.4
black soybeans	6.4.5.3.4.6
black soybeans	6.4.5.4.4.4
black soybeans	6.6.2.1.4.3
black soybeans	6.6.2.2.4.2
black soybeans	6.6.2.3.4.2
black soybeans	6.6.2.4.4.2
black soybeans	6.6.2.5.4.2
black soybeans	6.6.3.1.4.2
black soybeans	6.6.3.2.4.2
black soybeans	6.7.3.2.4.3
Black spinefoot	9.1.4.4.6.19
black sticky rice	7.1.2.2.1.2
black sticky rice	7.1.2.2.20.5
black sticky rice	7.1.3.3.1.5
black stingray, black stingray, kara sokkan balığı	4.1.2.3.18.15
black stingray, black stingray, kara sokkan balığı	4.1.2.3.6.14
Black sugar	6.5.1.3.15.6
black sugar	6.7.7.1.15.1
black sugar	6.7.7.1.8.10
black sugar	6.7.7.2.15.1
black sugar	6.7.7.2.18.14
black sugar	6.7.7.2.8.13
black sugar	6.7.7.3.15.2
Black sugar bantiao	6.5.1.3.18.6
black sugar drink	6.7.7.2.20.13
black sugar syrup	6.7.7.1.13.7
black sugar syrup	6.7.7.1.15.4
black sugar syrup	6.7.7.2.15.4
black sugar syrup	6.7.7.3.15.5
Black swan	9.1.1.4.6.3
Black tea	2.5.1.1.16.19
Black tea	2.5.1.1.20.21
Black tea	2.5.1.2.16.21
Black tea	2.5.1.3.16.20
Black tea	2.5.1.3.20.18
Black tea	2.5.1.4.16.19
Black tea	2.5.1.4.20.18
Black tea	2.5.4.1.20.17
Black tea	3.2.3.3.20.1
Black tea	3.3.3.1.16.6
Black tea	3.3.3.1.20.2
Black tea	3.3.3.2.16.5
Black tea	3.3.3.2.20.2
Black tea	3.6.1.1.20.7
Black tea	3.6.1.2.20.1
Black tea	3.6.1.3.16.8
Black tea	3.6.1.3.20.1
Black tea	3.6.1.4.20.1
Black tea	3.6.1.5.20.2
Black tea	3.6.2.1.20.1
Black tea	3.6.2.2.20.1
Black tea	3.6.2.3.16.8
Black tea	3.6.2.3.20.1
Black tea	3.6.2.4.16.8
Black tea	3.6.2.4.20.1
Black tea	3.6.2.5.20.1
Black tea	3.6.3.1.20.1
Black tea	3.6.3.2.20.4
Black tea	3.6.3.3.20.1
Black tea	3.6.3.4.20.1
Black tea	3.6.4.1.20.1
Black tea	3.6.4.2.20.1
Black tea	3.6.4.3.20.1
Black tea	3.6.4.4.20.1
Black tea	3.6.5.1.20.1
Black tea	3.6.5.2.20.1
Black tea	3.6.5.3.20.1
Black tea	3.8.1.1.20.2
Black tea	3.8.1.2.20.2
Black tea	3.8.1.3.20.2
Black tea	3.8.1.4.20.2
Black tea	3.8.2.1.16.2
Black tea	3.8.2.1.20.1
Black tea	3.8.2.2.20.1
Black tea	3.8.3.2.20.3
Black tea	3.8.4.1.20.7
Black tea	3.8.4.2.20.2
Black tea	3.8.5.1.20.5
Black tea	3.8.5.2.20.5
Black tea	3.8.5.3.20.5
Black tea	4.5.1.1.20.2
Black tea	4.5.1.3.20.3
Black tea	4.5.3.3.16.2
Black tea	4.5.3.3.20.4
Black tea	4.5.4.1.20.3
Black tea	4.5.4.2.16.4
Black tea	4.5.4.2.20.3
Black tea	4.5.4.4.20.3
Black tea	4.5.5.1.16.8
Black tea	4.5.5.1.20.2
Black tea	4.5.5.2.16.6
Black tea	4.5.5.2.20.2
Black tea	4.5.5.3.20.3
Black tea	4.5.5.4.16.6
Black tea	4.5.5.4.20.2
Black tea	4.5.6.3.20.3
Black tea	5.3.1.1.20.7
Black tea	5.3.1.2.20.4
Black tea	5.3.1.3.20.6
Black tea	5.3.3.1.20.5
Black tea	5.3.3.2.20.6
Black tea	5.3.3.3.20.5
Black tea	5.3.5.2.20.6
Black tea	5.4.5.3.20.9
Black tea	5.6.1.1.20.1
Black tea	5.6.1.2.20.1
Black tea	5.6.1.3.20.1
Black tea	5.6.3.1.20.7
Black tea	5.6.3.2.20.2
Black tea	5.6.3.3.20.2
Black tea	5.6.3.4.20.4
Black tea	5.6.4.1.20.3
Black tea	5.6.4.2.20.2
Black tea	5.6.4.3.20.8
Black tea	5.6.5.1.20.2
Black tea	5.6.5.2.20.1
Black tea	5.6.5.3.20.1
Black tea	6.5.1.1.20.4
Black tea	6.5.1.2.16.5
Black tea	6.5.1.2.19.6
Black tea	6.5.1.3.20.4
Black tea	6.5.2.2.20.5
Black tea	6.5.2.4.16.3
Black tea	6.5.2.4.20.2
Black tea	6.8.1.1.16.4
Black tea	6.8.1.1.20.6
Black tea	6.8.1.2.16.3
Black tea	6.8.1.2.20.4
Black tea	6.8.1.4.16.4
Black tea	6.8.1.4.20.4
Black tea	6.8.1.4.8.5
Black tea	6.8.2.1.16.4
Black tea	6.8.2.1.20.8
Black tea	6.8.2.1.8.3
Black tea	6.8.2.2.16.3
Black tea	6.8.2.2.20.2
Black tea	6.8.2.2.8.2
Black tea	9.3.1.1.20.2
Black tea	9.3.1.3.20.4
Black tea	9.3.1.4.20.3
Black tea	9.3.2.1.20.6
Black tea	9.3.2.2.20.6
Black tea	9.3.2.3.20.4
Black tea	9.3.2.4.20.3
Black tea	9.3.3.2.20.4
Black tea	9.3.3.3.20.4
Black tea	9.3.5.1.20.2
Black tea	9.3.5.2.20.2
Black tea	9.3.5.3.20.2
Black tea	9.3.5.4.20.2
black tea	1.1.10.1.20.2
black tea	1.1.10.2.20.2
black tea	1.1.10.3.20.2
black tea	1.1.10.4.20.2
black tea	1.1.11.1.20.2
black tea	1.1.11.2.20.2
black tea	1.1.11.3.20.2
black tea	1.1.11.4.20.2
black tea	1.1.11.5.20.2
black tea	1.1.12.1.20.2
black tea	1.1.12.2.20.2
black tea	1.1.12.3.20.2
black tea	1.1.12.4.20.3
black tea	1.1.13.1.20.2
black tea	1.1.6.4.20.2
black tea	1.1.6.6.20.2
black tea	1.1.7.1.20.2
black tea	1.1.7.2.20.2
black tea	1.1.7.3.20.2
black tea	1.1.7.4.20.2
black tea	1.1.7.5.20.2
black tea	1.1.9.1.20.2
black tea	1.1.9.3.20.2
black tea	1.1.9.4.20.13
black tea	2.1.1.1.20.2
black tea	2.6.4.1.20.3
black tea	2.8.7.1.20.1
black tea	2.8.7.2.20.1
black tea	2.8.7.3.20.1
black tea	2.8.7.4.20.1
black tea	3.7.1.2.16.11
black tea	3.7.1.2.20.2
black tea	3.7.1.3.16.11
black tea	3.7.1.3.20.1
black tea	3.7.1.4.16.9
black tea	3.7.1.4.20.5
black tea	3.7.1.5.20.2
black tea	3.7.1.6.16.11
black tea	3.7.1.6.20.1
black tea	3.7.4.1.16.8
black tea	3.7.4.2.16.8
black tea	3.7.4.3.16.8
black tea	3.7.4.3.20.1
black tea	3.7.5.1.16.8
black tea	3.7.5.1.20.5
black tea	3.7.5.2.16.8
