!Khuxā coffee root	3.7.2.4.18.2
!Khuxā coffee root	3.7.2.4.19.2
!Khuxā coffee root powder	3.7.2.4.8.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.18.3
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.7.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.8.5
2.6.8 Kosovo	2.2.1.3.24.96
Koning	7.4.4.2.18.6
Konispol clementines	2.6.7.4.18.5
Konispol prickly pear	2.6.7.4.18.6
konjac	6.4.3.3.1.20
konjac	6.7.2.2.1.20
konjac potatoes	6.7.3.2.1.15
konjac powder	6.7.2.2.22.6
Konjiki no Kaze rice, Konjiki no Kaze rice, Konjiki no Kaze rice	6.7.2.1.1.13
konka iwashi	6.7.5.1.14.2
konkoé touré-bjéli, konkoé touré-bjéli, konkoé touré-bjéli	3.4.2.1.13.11
konnat leaves	9.4.4.1.19.17
konnat leaves	9.4.4.2.19.4
konnat leaves	9.4.4.3.19.11
konnyaku	6.7.3.2.19.1
konnyaku flour	6.7.3.2.22.6
konnyaku miso oden sauce	6.7.3.2.13.8
konopiotka	2.8.1.4.18.5
konoshiro	6.7.6.3.6.16
Konparet	1.4.5.4.18.4
konro spice paste	7.3.5.1.13.7
Konservolia Artas olives	2.7.1.3.14.4
Konservolia Artas olives	2.7.1.3.18.4
Konservolia Artas olives	2.7.1.3.3.6
Konservolia Piliou Volou olives	2.7.1.4.14.1
Konservolia Piliou Volou olives	2.7.1.4.18.5
Konservolia Stylidas olives	2.7.1.4.14.3
Konservolia Stylidas olives	2.7.1.4.18.7
kontomire	3.4.4.1.2.18
kontomire	3.4.4.1.7.4
kontomire	3.4.4.2.18.1
kontomire	3.4.4.2.2.18
kontomire	3.4.4.2.7.4
kontomire	3.4.4.4.2.17
kontomire	3.4.4.4.7.3
kontonjata	2.6.2.3.13.8
kontonjata	2.6.2.3.14.11
kontonjata	2.6.2.3.18.12
Konuralp pirinci	4.1.4.1.1.5
Konuralp pirinci	4.1.4.1.18.9
Konya Basil Sherbet, Konya Basil Sherbet, Konya Reyhan Şerbeti	4.1.3.3.20.1
Konya butter, Konya butter, Konya tereyağı	4.1.3.3.10.1
Konya butter, Konya butter, Konya tereyağı	4.1.3.3.18.10
Konya Oil Nut, Konya Oil Nut, Konya Yağ Somunu	4.1.3.3.1.18
Konya Oil Nut, Konya Oil Nut, Konya Yağ Somunu	4.1.3.3.18.9
Konya Tandoori Bread, Konya Tandoori Bread, Konya Tandır Ekmeği	4.1.3.3.1.17
Konya Tandoori Bread, Konya Tandoori Bread, Konya Tandır Ekmeği	4.1.3.3.18.8
Konzenabad dates	5.2.4.2.18.3
koobi	3.4.4.1.14.4
koobi	3.4.4.1.18.8
koobi	3.4.4.2.14.3
koobi	3.4.4.4.14.5
koobi	3.4.4.4.18.9
Kołocz Śląski, Kołocz Śląski, kołocz śląski	2.8.1.4.1.12
Kołocz Śląski, Kołocz Śląski, kołocz śląski	2.8.1.4.18.1
koolzaadhoning	2.3.8.2.15.5
koolzaadhoning	2.3.8.2.19.3
Koozh	5.6.2.1.20.8
Koozh batter	5.6.2.2.14.3
Kopanisti	2.7.2.1.11.3
Kopanisti Cyclades	2.7.2.1.18.13
kopanisti spread	2.7.2.1.13.4
Kopfsalat	2.5.1.2.2.24
Kopfsalat	2.5.1.4.2.16
Kopfsalat	2.5.2.2.2.15
Kopfsalat	2.5.2.4.2.5
Kopfsalat	2.5.3.1.2.25
Kopfsalat	2.5.3.2.2.25
Kopfsalat	2.5.3.3.2.14
Kopfsalat	2.5.3.4.2.14
Kopfsalat	2.5.4.1.2.14
Kopfsalat	2.5.4.4.2.20
kopi Banyuwangi	7.3.2.4.20.3
kopi godog	7.3.2.1.20.5
kopi guraka	7.3.6.1.20.6
kopi Ijen	7.3.2.4.20.4
kopi joss	7.3.2.3.20.1
kopi joss charcoal	7.3.2.3.18.13
kopi liberika	7.3.4.3.20.2
kopi tahlil	7.3.2.2.20.5
kopi tarik	7.3.1.1.20.4
kopi tiam coffee	7.3.4.1.20.2
kopi tubruk	7.3.2.3.20.6
kopi tubruk	7.3.2.4.20.5
kopr	2.5.5.1.2.30
kopr	2.5.5.1.7.5
kopr	2.5.5.1.9.11
kopr	2.5.5.2.2.31
kopr	2.5.5.2.7.5
kopr	2.5.5.2.9.12
kopta dough	5.2.4.2.18.20
kopta dough	5.2.4.2.23.2
kopto greens	3.4.7.4.18.6
kopytka	2.8.1.4.1.15
Kora narikel	5.5.1.1.17.8
Kora narikel	5.5.1.2.17.6
kōraitennanshō tubers	6.7.1.3.18.5
kōraitennanshō tubers	6.7.1.3.2.28
Korarima	3.3.1.1.8.3
Korarima	3.3.1.2.8.5
Korarima	3.3.1.3.8.4
Korarima	3.3.2.1.8.7
Korça apples, Korça apples, Korça apples	2.6.7.3.18.7
Korça apples, Korça apples, Korça apples	2.6.7.3.3.1
Korčula olive oil, Korčula olive oil, Korčula olive oil	2.6.2.4.18.4
Kordia cherries	2.3.8.3.3.5
Kordoi	5.5.5.1.12.12
Kordoi	5.5.5.1.3.13
Kordun smoked cheese	2.6.3.3.11.8
Kordun smoked cheese	2.6.3.3.18.6
Korean cabbage	6.1.3.2.2.3
Korean cabbage	6.1.3.4.2.2
Korean daikon	1.1.12.3.2.19
Korean pear	6.6.1.1.19.2
Korean pear	6.6.1.1.3.1
Korean red pepper flakes	6.1.3.2.8.2
Korean red pepper flakes	6.1.3.4.8.1
Korean soybean paste	6.1.3.4.13.2
Korean thyme	6.6.1.2.19.8
Korean-style pickled carrots	8.2.4.2.14.2
Kori rotti	5.6.3.1.14.3
Kori rotti	5.6.3.1.18.4
Koriander	2.5.1.2.8.7
Koriander	2.5.2.3.8.7
Koriander	2.5.2.4.8.11
Koriander	2.5.4.4.8.6
Koriandersamen	2.5.3.3.5.10
Koriandersamen	2.5.3.3.8.12
Koriandersamen	2.5.4.4.5.6
Kōrin apples	6.7.1.1.3.4
Korla fragrant pear	6.4.4.1.18.2
Korla fragrant pear	6.4.4.1.3.4
korma curry paste	7.1.4.3.13.6
Korn	2.5.1.1.20.9
Korn	2.5.1.2.20.4
Korn	2.5.1.3.20.9
Korn	2.5.1.4.20.7
korogaki	6.7.5.2.14.6
Korola	5.5.1.1.2.11
koromiko	9.2.1.1.19.6
koromiko	9.2.1.2.19.2
koromiko	9.2.1.3.19.2
koromiko infusion	9.2.1.3.16.6
koromiko infusion	9.2.1.3.20.4
koromiko leaves	9.2.1.1.7.3
koromiko leaves	9.2.1.2.7.3
koromiko leaves	9.2.1.3.7.3
Koroneiki olive oil	2.2.8.2.10.5
Koroneiki olive oil	2.7.1.2.10.3
Koroneiki olive oil	9.2.2.3.10.5
Koroneiki olive oil	9.2.2.4.10.5
Koroneiki olives	2.7.1.2.14.3
Koroneiki olives	2.7.1.2.18.5
Koroneiki olives	9.2.2.4.18.4
Koroneiki olives	9.2.2.4.3.38
Korre chillies	5.6.4.1.8.1
koruk	4.1.5.1.3.6
koruk	4.1.5.3.3.8
koruk suyu	4.1.2.1.12.3
koruk suyu	4.1.2.1.16.10
koruk suyu	4.1.2.3.12.2
koruk suyu	4.1.4.2.12.6
koruk suyu	4.1.5.1.12.3
koruk suyu	4.1.5.1.16.12
koruk suyu	4.1.5.2.12.4
koruk suyu	4.1.5.3.12.2
koruk suyu	4.1.5.3.13.6
koruk suyu	4.1.5.3.16.11
Korvik cherries	2.3.8.3.3.6
Koryciński Swojski cheese, Koryciński Swojski cheese, Ser Koryciński Swojski	2.8.1.5.11.8
koryushka	2.8.7.2.18.1
Kos wine	2.7.2.2.20.2
Kosala saag	5.5.2.1.7.2
Kosala saag	5.5.2.2.7.3
Kosambi leaves	7.5.2.2.18.6
Kosambi wood	7.5.2.2.18.7
Kosambi wood	7.5.2.2.24.1
kosash-levesh	2.8.2.1.18.9
Koseret	3.3.1.1.19.4
Koseret	3.3.1.1.7.1
Koseret	3.3.1.2.19.4
Koseret	3.3.1.2.7.1
Koseret	3.3.1.3.7.1
Koseret	3.3.1.4.7.5
Koseret	3.3.2.1.7.2
Koshala saag	5.5.2.3.18.4
Koshala saag	5.5.2.3.7.1
koshaman	6.7.7.3.1.19
Kosher salt	1.1.1.1.21.2
Kosher salt	1.1.1.2.21.1
Kosher salt	1.1.1.3.21.2
Kosher salt	1.1.13.6.21.1
Kosher salt	1.1.14.6.21.1
Kosher salt	1.1.2.1.21.2
Kosher salt	1.1.2.2.21.1
Kosher salt	1.1.2.3.21.1
Kosher salt	1.1.2.4.21.2
Kosher salt	1.1.2.5.21.1
Kosher salt	1.1.3.1.21.2
Kosher salt	1.1.3.2.21.1
Kosher salt	1.1.3.3.21.2
Kosher salt	1.1.3.4.21.1
Kosher salt	1.1.3.5.21.1
Kosher salt	1.1.3.6.21.2
Kosher salt	1.1.3.7.21.1
Kosher salt	1.1.4.1.21.1
Kosher salt	1.1.4.2.21.1
Kosher salt	1.1.4.3.21.1
Kosher salt	1.1.4.4.21.1
Kosher salt	1.1.4.5.21.1
Kosher salt	1.1.5.1.21.1
Kosher salt	1.1.5.2.21.1
Kosher salt	1.1.5.3.21.2
Kosher salt	1.1.5.4.21.2
Kosher salt	1.2.1.6.21.1
Kosher salt	1.2.2.6.21.1
Kosher salt	1.2.2.7.21.1
Kosher salt	1.2.2.8.21.1
Kosher salt	1.2.2.9.21.1
Kosher salt	1.2.3.5.21.1
Kosher salt	1.2.3.6.21.1
Kosher salt	1.2.4.6.21.1
kosher salt	1.1.10.1.21.2
kosher salt	1.1.10.2.21.2
kosher salt	1.1.10.3.21.1
kosher salt	1.1.10.4.21.2
kosher salt	1.1.10.5.21.2
kosher salt	1.1.11.1.21.2
kosher salt	1.1.11.2.21.2
kosher salt	1.1.11.3.21.2
kosher salt	1.1.11.4.21.2
kosher salt	1.1.11.5.21.2
kosher salt	1.1.12.1.21.4
kosher salt	1.1.12.2.21.4
kosher salt	1.1.12.3.21.4
kosher salt	1.1.12.4.21.4
kosher salt	1.1.13.1.21.4
kosher salt	1.1.13.2.21.2
kosher salt	1.1.13.3.21.1
kosher salt	1.1.14.1.21.2
kosher salt	1.1.14.2.21.1
kosher salt	1.1.14.3.21.2
kosher salt	1.1.5.5.21.2
kosher salt	1.1.6.1.21.1
kosher salt	1.1.6.2.21.1
kosher salt	1.1.6.3.21.1
kosher salt	1.1.6.4.21.1
kosher salt	1.1.6.5.21.1
kosher salt	1.1.6.6.21.1
kosher salt	1.1.7.1.21.1
kosher salt	1.1.7.2.21.1
kosher salt	1.1.7.3.21.1
kosher salt	1.1.7.4.21.1
kosher salt	1.1.7.5.21.1
kosher salt	1.1.8.1.21.1
kosher salt	1.1.8.2.21.1
kosher salt	1.1.8.3.21.1
kosher salt	1.1.8.4.21.1
kosher salt	1.1.8.5.21.1
kosher salt	1.1.8.6.21.1
kosher salt	1.1.9.1.21.1
kosher salt	1.1.9.2.21.1
kosher salt	1.1.9.3.21.1
kosher salt	1.1.9.4.21.1
kosher salt	1.1.9.5.21.2
kosher salt	2.7.1.1.21.3
Koshi no Ruby tomatoes, Koshi no Ruby tomatoes, Koshi no Ruby tomatoes	6.7.5.1.18.10
Koshi no Ruby tomatoes, Koshi no Ruby tomatoes, Koshi no Ruby tomatoes	6.7.5.1.2.34
Koshihikari rice	6.7.5.1.1.1
Koshihikari rice	6.7.5.2.1.2
Koshihikari rice	6.7.6.2.1.5
Koshihikari rice	6.7.6.3.1.5
Koshihikari rice	6.7.6.4.1.3
Koshu beef	6.7.5.2.6.3
Koshu Fujizakura pork	6.7.5.2.6.5
Koshu grapes	6.7.5.2.18.17
Koshu grapes	6.7.5.2.3.13
Koshu jidori	6.7.5.2.6.9
Koshu miso	6.7.5.2.13.2
Koshu wine	6.7.5.2.20.6
Koshu wine beef	6.7.5.2.18.12
Koshu wine beef	6.7.5.2.6.4
Kosra	5.4.5.2.1.7
Kosra	5.4.5.2.18.10
Kossam	3.5.1.4.11.2
Kossam	3.5.1.4.20.7
kossam	3.4.2.2.11.3
kossam	3.4.2.2.14.2
kossam	3.4.2.2.18.3
kossam	3.4.2.2.20.3
kossam	3.4.2.4.11.3
kossam	3.4.2.4.14.3
kossam	3.4.2.4.18.5
kossam	3.4.2.4.20.4
Kostroma cheese	2.8.7.3.11.11
Kosu	5.5.5.1.1.16
Kosu	5.5.5.1.2.5
Kosu loti	5.5.5.1.2.6
Kosu xaak	5.5.5.1.7.11
Kosui pears	6.7.6.2.3.15
kotlovina sauce	2.6.3.1.13.4
Kotoku apples	6.7.2.2.3.17
kotori dough	4.2.1.5.23.4
Kotsifali grapes	2.7.2.5.3.12
Kotsifali wine	2.7.2.5.20.9
Kottegoda dried fish	5.8.1.3.18.12
Koufeta Amygdalou Geroskipou	2.7.3.1.18.13
Kougelhopf	2.3.3.1.18.11
Kougelhopf dough	2.3.3.1.1.15
kouka rhizome tea, kouka rhizome tea, tī kōuka rhizome	9.2.1.3.1.7
kouka seed tea, kouka seed tea, tī kōuka seed	9.2.1.3.5.2
kouka seeds, kouka seeds, tī kōuka seeds	9.2.1.1.5.5
kouloures	2.7.2.2.1.13
koulouri bread	2.7.3.1.1.12
koulouri bread	2.7.3.2.1.12
koulouri bread rings	2.7.1.1.1.11
Kounou	3.5.1.4.14.9
Kounou	3.5.1.4.16.8
Kounou	3.5.1.4.20.4
kourkoubines	2.7.1.4.1.11
kousa zucchini	4.3.4.2.2.7
Kousui pears	6.7.2.1.3.12
Kousui pears	6.7.3.2.3.8
Kousui pears	6.7.5.1.3.4
Kousui pears	6.7.6.3.3.4
kouthia	3.4.1.3.13.3
kouthia	3.4.1.3.18.8
Koutsourelia olives	2.7.1.2.14.4
Kouzi liquor	6.2.4.2.20.2
koya	7.3.2.4.13.12
koya	7.3.2.4.17.10
koya	7.3.2.4.18.6
koyadofu	6.7.5.2.11.11
koyadofu	6.7.5.2.19.8
Koyla	5.5.2.1.24.1
Koyla	5.5.2.2.24.1
Koyla	5.5.3.3.24.3
Koyla ke angare	5.5.3.2.24.4
Koyla ke angare	5.5.3.4.24.2
Koyla ke angare	5.5.4.1.24.3
Koyla ke angare	5.5.4.2.24.3
Koyla ke angare	5.5.4.3.24.3
Koylar anga	5.5.5.1.24.5
koyor	7.3.2.3.6.6
Kozak grape	4.1.1.3.3.15
Kozan Orange, Kozan Orange, Kozan Portakalı	4.1.5.4.18.2
Kozan Orange, Kozan Orange, Kozan Portakalı	4.1.5.4.3.2
Kozani saffron	2.7.1.5.19.2
Kozani saffron	2.7.1.5.8.1
Kozani wine	2.7.1.5.20.5
kozie mlieko	2.5.6.1.11.19
kozulya	2.8.7.5.18.12
KP onion	5.6.4.3.2.7
KP onion	5.6.4.3.9.2
KP onion	5.6.5.2.2.3
kpakpo shito	3.4.4.1.18.4
kpakpo shito	3.4.4.1.2.16
kpakpo shito	3.4.4.1.9.7
kpakpo shito	3.4.4.2.2.15
kpakpo shito	3.4.4.2.9.7
kpakpo shito	3.4.4.4.18.7
kpakpo shito	3.4.4.4.2.16
kpakpo shito	3.4.4.4.9.7
kpakpo shito	3.4.5.1.2.16
kpakpo shito	3.4.5.1.9.7
Krab	1.4.5.2.6.15
Krab	1.4.5.3.6.15
Krab	1.4.5.4.6.16
Kraft cheese	4.5.2.1.11.5
krain krain leaves	3.4.3.1.18.1
krain krain leaves	3.4.3.1.2.19
krain krain leaves	3.4.3.1.7.6
krain krain leaves	3.4.3.2.18.1
krain krain leaves	3.4.3.2.2.19
krain krain leaves	3.4.3.2.7.6
Krakhuna grapes	4.2.1.3.3.3
Krakhuna wine	4.2.1.3.20.3
Kraljevina	2.6.3.1.20.3
Kraljevo kajmak	2.6.5.2.11.5
Kraljevo kajmak	2.6.5.2.18.1
krambambulya	2.8.3.2.20.5
krambambulya	2.8.3.3.20.9
Kranidi olive oil	2.7.1.2.10.4
Kranidi olive oil	2.7.1.2.18.6
Kranti rice	5.4.4.2.1.4
Krapfenteig	2.5.3.3.23.4
Kras sheep cheese	2.6.1.2.11.14
Krasato grapes	2.7.1.4.3.19
Krāslava cucumbers, Krāslava cucumbers, Krāslava cucumbers	2.9.7.4.2.6
Krasnoyaruzhsky slobozhansky varenik	2.8.7.4.18.5
krasny pomorsky rybnik	2.8.7.5.18.5
krasotyri of Kos	2.7.2.2.11.2
krasotyri of Kos	2.7.2.2.18.5
krasotyri of Paros	2.7.2.1.14.13
Kratoshiya, Kratoshiya, Kratošija	2.6.6.1.20.2
Kratzete	2.5.2.4.18.30
Krause Glucke	2.5.1.3.18.12
Krauseminze	2.5.4.1.7.3
Krautfleckerl	2.5.3.1.18.15
Krautstiel	2.5.4.4.2.12
Krautstiel	2.5.4.4.9.8
Krayna	2.8.2.5.16.10
Krayna	2.8.2.5.19.9
Krayna	2.8.2.5.20.18
krecek	7.3.2.2.14.10
krecek	7.3.2.2.18.8
krecek	7.3.2.3.14.2
krecek	7.3.2.3.18.3
krecek	7.3.2.4.14.9
krecek	7.3.2.4.18.11
Kremas	1.4.5.2.20.4
Kremas	1.4.5.4.20.4
Kremž mustard, Kremž mustard, kremžská horčica	2.5.6.1.13.2
Kremž mustard, Kremž mustard, kremžská horčica	2.5.6.2.13.2
Kremž mustard, Kremž mustard, kremžská horčica	2.5.6.3.13.2
Kremž mustard, Kremž mustard, kremžská hořčice	2.5.5.1.13.2
Kremž mustard, Kremž mustard, kremžská hořčice	2.5.5.2.13.2
kremzlyky	2.8.2.5.18.16
Kren	2.5.2.3.13.2
Kren	2.5.2.3.19.2
Kren	2.5.3.1.13.5
Kren	2.5.3.1.19.3
Kren	2.5.3.2.13.3
Kren	2.5.3.2.17.5
Kren	2.5.3.2.19.3
Kren	2.5.3.3.13.4
Kren	2.5.3.3.19.6
Kren	2.5.3.4.13.2
Kren	2.5.3.4.19.4
Krenfleisch	2.5.2.3.18.14
Kribich	1.4.5.2.6.14
Kribich	1.4.5.3.6.14
Kribich	1.4.5.4.6.15
kriek	2.3.7.2.18.8
kriek	2.3.7.2.20.3
kriek lambic	2.3.7.2.14.3
Krink grapes	4.4.1.2.3.10
Krink grapes	4.4.4.1.3.10
Kristallzucker	2.5.3.1.15.1
Kristallzucker	2.5.3.2.15.1
Kristallzucker	2.5.3.4.15.1
kritharaki	2.7.1.2.1.17
Kriyang snow chrysanthemum	6.4.4.1.19.2
Krka crabs	2.6.2.2.18.8
Krka shellfish	2.6.2.2.18.7
Kırklareli hardaliye, Kırklareli hardaliye, Kırklareli hardaliye	4.1.1.2.18.11
Kırklareli white cheese, Kırklareli white cheese, Kırklareli white cheese	4.1.1.2.11.11
Krokos Kozanis	2.7.1.5.18.1
Krotakaker	2.9.2.2.1.6
Krotakaker	2.9.2.2.18.3
kruchenyky	2.8.2.2.18.6
Kruhban	1.3.4.4.18.3
krupica	2.5.6.1.1.16
krupica	2.5.6.2.1.21
krupky	2.5.5.1.1.16
krupky	2.5.5.2.1.17
krupnik	2.8.3.1.18.8
krupnik	2.8.3.2.18.7
krupnioki śląskie, krupnioki śląskie, krupnioki śląskie	2.8.1.4.18.2
krupnioki śląskie, krupnioki śląskie, krupnioki śląskie	2.8.1.4.6.9
krupuk	7.3.2.1.17.3
krupuk	7.3.2.2.17.6
krupuk	7.3.2.3.17.7
krupuk	7.3.2.4.17.7
krupuk	7.3.2.5.17.10
krupuk crackers	7.3.1.2.17.5
Kruszewska sauerkraut	2.8.1.5.14.4
Kruszewski Herb Cucumber, Kruszewski Herb Cucumber, Kruszewski Ogórek Herbowy	2.8.1.5.14.1
krut	5.1.2.3.11.6
krut	5.1.2.3.12.3
krut	5.1.2.3.14.2
krut	5.1.2.3.18.7
krut	5.1.3.2.11.5
krut	5.1.3.2.12.2
krut	5.1.3.2.14.2
krut	5.1.3.2.17.6
krut	5.1.3.2.18.8
krut culture	5.1.2.3.22.3
krut culture	5.1.3.2.22.4
krut sauce	5.1.2.3.13.6
krut sauce	5.1.3.2.13.5
krvavnica	2.5.6.1.14.16
krvavnica	2.5.6.1.6.14
krvavnica	2.5.6.2.6.13
krvavnica	2.5.6.3.6.9
kryelane	2.6.7.1.1.13
Kryniczanka	2.8.1.3.16.3
Kryniczanka	2.8.1.3.20.6
Krzeszów plum butter, Krzeszów plum butter, Krzeszów plum butter	2.8.1.5.13.2
kuah asam paste	7.3.4.1.13.8
kuah kuning spice paste	7.3.7.1.13.4
kubdari dough	4.2.1.5.23.2
kubiki	6.7.7.3.19.1
kubiki	6.7.7.3.7.8
kubiki tea	6.7.7.3.19.2
kubiki tea	6.7.7.3.20.3
kubiki wood	6.7.7.3.24.2
kubiki wood cuttings	6.7.7.3.18.3
kucai	7.3.1.4.17.2
kucai	7.3.1.4.7.1
Kucho chingri	5.5.1.1.6.17
kucihua	6.4.2.1.2.24
Kudampuli	5.6.1.1.12.1
Kudampuli	5.6.2.5.12.3
Kudampuli	5.6.2.5.18.3
Kudampuli	5.6.2.5.8.16
Kudampuli soaking liquor	5.6.1.1.13.10
kuding tea leaves	6.3.5.1.19.6
kuding tea leaves	6.3.5.1.7.9
Kudrum phool	5.5.4.1.18.8
Kudrum phool chutney	5.5.4.1.13.3
kudu	3.7.1.7.6.8
kudu	3.7.2.1.6.8
kudu	3.7.2.4.6.10
kudu	3.7.3.2.6.9
Kudud banana	9.4.3.3.1.24
kudzu root	6.2.3.2.19.5
kudzu root	6.2.4.3.19.5
kudzu root	6.3.1.1.1.19
kudzu root	6.3.1.2.1.23
kudzu root	6.3.1.4.1.21
kudzu root	6.3.1.4.19.6
kudzu root	6.3.2.1.1.20
kudzu root	6.3.2.1.19.7
kudzu root	6.3.2.1.2.25
kudzu root	6.3.2.3.1.18
kudzu root	6.3.2.3.19.3
kudzu starch	6.2.3.2.1.16
kudzu starch	6.2.3.2.18.12
kudzu starch	6.2.3.2.22.7
kudzu starch	6.2.4.1.1.12
kudzu starch	6.2.4.1.22.8
kudzu starch	6.2.4.3.1.17
kudzu starch	6.2.4.3.22.8
kudzu starch	6.7.4.4.22.7
kue lontar	7.3.7.4.18.6
kueh pie tee shells	7.2.2.1.18.2
kueh pie tee shells	7.2.2.1.23.4
kueh pie tee shells	7.2.2.2.18.3
kueh pie tee shells	7.2.2.2.23.4
kueh tutu	7.2.2.1.18.5
Kufwafwa banana	9.4.3.4.1.8
Kufwafwa banana	9.4.3.4.18.4
kuglof	2.6.5.1.18.10
kuih calak beef batter	7.2.3.1.18.9
kuih cincin dough	7.2.3.1.18.7
kuini mango	7.3.1.4.3.3
kuini mango	7.3.4.2.18.7
kuini mango	7.3.4.2.3.3
kuini syrup	7.3.4.2.20.4
kujira no tare, kujira no tare, kujira no tare	6.7.3.3.14.6
Kujo negi	6.7.4.2.18.4
Kujo negi	6.7.4.2.19.1
Kujo negi	6.7.4.2.2.6
Kujo negi	6.7.4.2.9.1
Kujo negi greens	6.7.4.2.7.1
kuka powder	3.4.6.5.18.2
kuka powder	3.4.6.5.22.8
kuka powder	3.4.6.6.18.1
kuka powder	3.4.6.6.22.8
kukau purple taro	9.4.2.3.1.3
kuki daikon	6.7.4.2.2.35
Kukkola mustard	2.9.3.3.13.7
Kukkola mustard	2.9.3.3.18.8
Kukkola rapeseed oil	2.9.3.3.18.9
Kukuda	5.5.2.3.6.1
Kukuda anda	5.5.2.1.6.14
Kukuda anda	5.5.2.2.6.12
Kukuda anda	5.5.2.3.6.2
kukui nut oil	1.1.12.1.10.2
kukui nut oil	1.1.12.2.10.2
kukui nut oil	1.1.12.3.10.2
kukui nut oil	1.1.12.4.10.2
kukui nut oil	1.1.12.5.10.4
kukui nuts	1.1.12.1.5.2
kukui nuts	1.1.12.2.5.2
kukui nuts	1.1.12.3.5.2
kukui nuts	1.1.12.4.5.2
kukui nuts	1.1.12.5.5.1
kukui oil	1.1.12.1.19.6
kukui oil	1.1.12.2.19.6
kukui oil	1.1.12.3.19.6
kukui oil	1.1.12.4.19.5
kukui oil	1.1.12.5.19.6
kukumakranka	3.7.1.1.19.10
kukumakranka	3.7.1.1.3.38
kukumakranka	3.7.1.7.18.6
kukumakranka	3.7.1.7.3.23
kukumakranka liqueur	3.7.1.7.20.6
Kukura dim	5.5.5.1.6.22
kukuruza corn bread	2.6.6.2.1.8
Kul	5.5.1.1.3.14
Kula blueberries	1.1.12.3.18.4
Kula blueberries	1.1.12.3.3.31
Kula onions	1.1.12.3.18.1
Kula onions	1.1.12.3.2.1
Kula onions	1.1.12.3.9.1
Kula strawberries	1.1.12.3.18.3
Kula strawberries	1.1.12.3.3.30
Kulangga	7.4.1.3.18.8
kulasa	2.8.1.3.18.2
kulat sisir	7.2.1.2.18.6
Kulathi	5.5.2.4.4.2
Kulcha	5.3.1.1.23.5
Kulcha	5.3.1.2.23.1
kulcha	5.1.1.5.1.7
kulcha	5.1.2.1.1.7
kulcha	5.1.2.2.1.9
kulcha	8.2.2.2.13.1
Kulcha dough	5.3.2.3.23.3
kulcha dough	4.2.3.4.23.2
kulcha dough	5.1.1.5.23.3
kulcha dough	5.1.2.1.23.2
kulcha dough	5.1.2.2.23.2
kulcha dough	5.2.1.1.23.3
kulcha dough	8.1.4.2.23.6
kulcha non	8.1.4.2.1.12
kulcha non	8.1.4.3.1.12
kulcha non dough	8.1.4.3.23.6
kulcha-non	8.1.4.1.1.14
kulcha-non dough	8.1.4.1.23.6
kulebyaka	2.8.7.1.18.7
kulebyaka	2.8.7.2.18.5
kulebyaka	2.8.7.3.18.4
kulebyaka	2.8.7.5.18.11
Kulekhara	5.5.1.2.18.6
Kulekhara	5.5.1.2.19.4
Kulekhara	5.5.1.2.7.9
Kulekhara shak	5.5.1.2.2.26
kulen	2.6.3.2.14.1
kulen	2.6.3.2.6.4
kulen sausage	2.6.5.1.14.1
kulen sausage	2.6.5.1.18.2
kulen sausage	2.6.5.1.6.19
kulenova seka	2.6.3.2.14.2
kulenova seka	2.6.3.2.6.5
kulesh	2.8.3.3.18.8
kulesha	2.8.2.5.18.2
Kulhad	5.3.3.4.23.6
Kulhad	5.3.5.2.23.5
kuli fish	4.6.1.1.18.9
kuli fish	4.6.1.1.6.20
kuli-kuli	3.4.6.5.14.12
kuli-kuli	3.4.6.5.18.6
kuli-kuli	3.4.6.6.14.12
kuli-kuli	3.4.6.6.18.4
kulimpapa leaves	7.2.3.2.19.6
kulimpapa leaves	7.2.3.2.7.3
kulish	2.8.2.2.18.3
Kulix	1.3.1.5.18.1
Kulix	1.3.1.5.2.5
kulix	1.3.1.1.18.13
kulix	1.3.1.1.7.16
kulli corn, kulli corn, maíz kulli	1.6.4.3.1.12
kulli corn, kulli corn, maíz kulli	1.6.4.3.18.2
Kulmbacher Bratwurst	2.5.2.3.18.15
Kulmbacher Bratwurst	2.5.2.3.6.3
Kulthi	5.4.5.3.4.13
Kulthi	5.5.1.2.4.10
Kulthi	5.5.3.2.4.8
Kulthi	5.5.3.4.4.9
Kulthi	5.5.4.1.4.7
Kulthi	5.5.4.2.4.3
Kulthi kalai	5.5.1.3.4.2
Kulturheidelbeeren	2.5.1.2.3.23
Kuma shochu	6.7.6.3.18.20
Kuma shochu	6.7.6.3.20.1
Kuma tea	6.7.6.3.19.6
Kuma tea	6.7.6.3.20.6
Kuma tea infusion	6.7.6.3.16.11
Kuma tea leaves	6.7.6.3.8.14
Kumache	1.5.3.5.13.3
Kumala	9.3.2.1.1.3
Kumala	9.3.2.2.1.4
Kumala	9.3.2.3.1.3
Kumala	9.3.2.4.1.6
Kumamoto aka nasu	6.7.6.3.18.6
Kumamoto aka nasu	6.7.6.3.2.10
Kumamoto akagyu	6.7.6.3.18.13
Kumamoto akagyu	6.7.6.3.6.1
Kumamoto kyona	6.7.6.3.2.3
Kumamoto kyona	6.7.6.3.7.3
Kumamoto negi	6.7.6.3.2.2
